eval/mean_reward,time/total_timesteps,eval/mean_ep_length,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/learning_rate,train/std,train/policy_gradient_loss,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction
,24576,,166.54,30,817,12,208.16191896000004,,,,,,,,,,,
415.7511828108771,25000,207.4,,,,,,-2.7782029896974563,120,0.0003,0.9696651101112366,0.012374863735749387,30.722028732299805,94.86107251644134,0.034627944,0.7313328087329865,0.2,0.353173828125
415.0468840263129,26000,206.2,,,,,,,,,,,,,,,,
,26624,,170.24,29,889,13,218.73299828000003,,,,,,,,,,,
359.26180321075225,27000,173.6,,,,,,-2.776334062218666,130,0.0003,0.9687075018882751,0.014065557176945732,44.27687072753906,133.13624670505524,0.03705129,0.6335144937038422,0.2,0.3984375
359.15864092974954,28000,172.6,,,,,,,,,,,,,,,,
,28672,,170.25,29,956,14,228.42300268000002,,,,,,,,,,,
365.1612795379093,29000,167.6,,,,,,-2.7714025072753428,140,0.0003,0.9659035205841064,0.018757221550913528,52.82841491699219,118.0825944840908,0.050256547,0.6388546824455261,0.2,0.42900390625
364.5718724268154,30000,186.2,,,,,,,,,,,,,,,,
,30720,,167.82,29,1027,15,238.00177501,,,,,,,,,,,
285.7331176515756,31000,131.6,,,,,,-2.7719877384603024,150,0.0003,0.9703209400177002,0.012016757903620601,48.976436614990234,152.4912313580513,0.07453245,0.6090762615203857,0.2,0.376416015625
290.054635044383,32000,134.6,,,,,,,,,,,,,,,,
,32768,,171.12,29,1092,16,251.29525260000003,,,,,,,,,,,
43.662747028747255,33000,42.8,,,,,,-2.777148897200823,160,0.0003,0.9697662591934204,0.012989692256087437,26.258255004882812,104.11154886484147,0.09782845,0.6832958161830902,0.2,0.39580078125
44.82558127841039,34000,43.4,,,,,,,,,,,,,,,,
,34816,,143.66,29,1167,17,216.68848627999995,,,,,,,,,,,
269.54332366219603,35000,128.0,,,,,,-2.784074001759291,170,0.0003,0.9775176048278809,0.03475733179948293,82.56681060791016,247.60715727806092,0.037600264,0.4577070474624634,0.2,0.4388671875
259.58760707099134,36000,123.0,,,,,,,,,,,,,,,,
,36864,,134.55,29,1237,18,210.09572182,,,,,,,,,,,
151.86616900203444,37000,82.8,,,,,,-2.7955478355288506,180,0.0003,0.9814504981040955,-0.0016038154339184985,84.99410247802734,211.73702783584594,0.034748524,0.6800455451011658,0.2,0.3462890625
130.496279089171,38000,74.8,,,,,,,,,,,,,,,,
,38912,,128.77,29,1300,19,205.76577661000002,,,,,,,,,,,
259.9666904998427,39000,120.8,,,,,,-2.8047311387956144,190,0.0003,0.9879893660545349,0.008658926421776413,74.18626403808594,202.27208960056305,0.04742532,0.685255616903305,0.2,0.350048828125
260.21330716349183,40000,121.2,,,,,,,,,,,,,,,,
,40960,,122.32,29,1366,20,200.48601198000003,,,,,,,,,,,
45.09912570541055,41000,49.2,,,,,,-2.817176154255867,200,0.0003,0.9916322231292725,0.02998732871201355,36.41181945800781,159.09883313179017,0.3267351,0.7025549709796906,0.2,0.43779296875
44.738471467469935,42000,49.2,,,,,,,,,,,,,,,,
46.474739132462126,43000,50.8,,,,,,,,,,,,,,,,
,43008,,99.77,29,1454,21,150.38437762,,,,,,,,,,,
42.861593939812884,44000,45.4,,,,,,-2.8279652930796146,210,0.0003,1.0031425952911377,0.035551737830974164,38.76679229736328,126.383764898777,0.047722347,0.6299502849578857,0.2,0.427587890625
44.11947484441771,45000,46.4,,,,,,,,,,,,,,,,
,45056,,83.26,29,1541,22,111.14157229999999,,,,,,,,,,,
42.834634000094226,46000,43.8,,,,,,-2.8397507019340993,220,0.0003,1.000933289527893,0.029831298839417285,6.312750816345215,24.421459046006202,0.07015985,0.8306701332330704,0.2,0.425537109375
44.67229856003833,47000,45.8,,,,,,,,,,,,,,,,
,47104,,59.21,29,1624,23,55.209758970000024,,,,,,,,,,,
52.380411077623286,48000,49.6,,,,,,-2.8481726221740247,230,0.0003,1.0047202110290527,0.016060513717820867,8.347715377807617,19.518627953529357,0.025478253,0.8172584027051926,0.2,0.336669921875
53.91725059284363,49000,50.8,,,,,,,,,,,,,,,,
,49152,,59.33,28,1704,24,59.15100227,,,,,,,,,,,
160.5427376704516,50000,87.0,,,,,,-2.8495776072144507,240,0.0003,1.0076452493667603,0.003111093433108181,6.498574256896973,23.996355348825453,0.10159019,0.7899278253316879,0.2,0.356298828125
163.5535036468631,51000,88.0,,,,,,,,,,,,,,,,
,51200,,66.15,28,1780,25,73.67270522000001,,,,,,,,,,,
188.39562764013317,52000,95.6,,,,,,-2.8544654309749604,250,0.0003,1.0086374282836914,0.0009886235726298763,22.750747680664062,57.96820182204247,0.024555331,0.5935736000537872,0.2,0.29970703125
186.71875752476117,53000,95.0,,,,,,,,,,,,,,,,
,53248,,73.57,28,1853,26,89.00415467000002,,,,,,,,,,,
304.2908332271392,54000,137.4,,,,,,-2.861018078774214,260,0.0003,1.0144591331481934,-0.007618489986634813,20.216718673706055,69.23568675518035,0.019592715,0.5915889143943787,0.2,0.2640625
297.84803831422903,55000,134.4,,,,,,,,,,,,,,,,
,55296,,83.88,28,1924,27,110.90130543,,,,,,,,,,,
308.7841974056617,56000,137.4,,,,,,-2.8644800409674644,270,0.0003,1.0139482021331787,0.0034064996158122084,13.79219913482666,39.13120845854282,0.020742979,0.7258094549179077,0.2,0.296826171875
298.3148894587583,57000,134.6,,,,,,,,,,,,,,,,
,57344,,94.56,28,1995,28,133.69558346000002,,,,,,,,,,,
282.8470225178338,58000,132.2,,,,,,-2.8639052025973797,280,0.0003,1.014033555984497,0.02238759783504065,4.798927307128906,24.16583683639765,0.040582508,0.8980433419346809,0.2,0.37841796875
281.2030206561132,59000,130.0,,,,,,,,,,,,,,,,
,59392,,104.5,28,2065,29,155.02371936999998,,,,,,,,,,,
285.37519530502107,60000,129.2,,,,,,-2.8632283061742783,290,0.0003,1.0104703903198242,-0.001976572237617802,5.347212791442871,34.31439693719149,0.020006623,0.9037243649363518,0.2,0.28623046875
283.19184927420577,61000,128.6,,,,,,,,,,,,,,,,
,61440,,111.1,28,2134,30,170.54607848000003,,,,,,,,,,,
231.7103311715502,62000,110.8,,,,,,-2.859680151939392,300,0.0003,1.014684796333313,0.006521568424068392,3.407160758972168,40.11255229413509,0.06639196,0.9018088653683662,0.2,0.312353515625
231.65327021228512,63000,110.8,,,,,,,,,,,,,,,,
,63488,,118.13,28,2202,31,186.37311688999998,,,,,,,,,,,
281.46250477731155,64000,128.0,,,,,,-2.8660213842988016,310,0.0003,1.0164422988891602,0.008171238693466875,29.45747947692871,61.79709405899048,0.018094,0.8531573563814163,0.2,0.299755859375
260.9540452485853,65000,122.6,,,,,,,,,,,,,,,,
,65536,,120.65,28,2273,32,191.96205108999996,,,,,,,,,,,
273.78206311006727,66000,126.2,,,,,,-2.8647004827857017,320,0.0003,1.0127692222595215,0.004628309878171422,14.634905815124512,86.26674822568893,0.03818325,0.8343616276979446,0.2,0.317626953125
265.7418242458225,67000,122.0,,,,,,,,,,,,,,,,
,67584,,119.26,28,2344,33,190.62800298000002,,,,,,,,,,,
277.26957589744416,68000,124.2,,,,,,-2.8695850528776647,330,0.0003,1.022050142288208,0.01707380165171344,11.033133506774902,59.7559181958437,0.09517452,0.8766690418124199,0.2,0.441162109375
276.689090728655,69000,125.0,,,,,,,,,,,,,,,,
,69632,,120.03,28,2414,34,194.14334810999998,,,,,,,,,,,
442.09620257664136,70000,178.6,,,,,,-2.874723470956087,340,0.0003,1.015892505645752,0.00891618303139694,16.232547760009766,51.4720836520195,0.04244378,0.8864975422620773,0.2,0.3970703125
400.55585593061915,71000,164.2,,,,,,,,,,,,,,,,
,71680,,121.87,28,2487,35,201.61802169000003,,,,,,,,,,,
368.28311637796435,72000,158.4,,,,,,-2.8675257489085197,350,0.0003,1.016172170639038,0.0014632489561336114,13.62810230255127,74.78530140221119,0.04938961,0.776317372918129,0.2,0.329150390625
367.7015203636307,73000,157.0,,,,,,,,,,,,,,,,
,73728,,117.72,28,2564,36,193.8772208,,,,,,,,,,,
356.9739839239992,74000,153.0,,,,,,-2.8688189417123793,360,0.0003,1.0187511444091797,-0.001654822428827174,27.894367218017578,173.40121952295303,0.05618084,0.6255054175853729,0.2,0.357373046875
367.94230793514146,75000,162.4,,,,,,,,,,,,,,,,
,75776,,114.3,28,2639,37,189.03356090999998,,,,,,,,,,,
334.23083299407733,76000,145.8,,,,,,-2.867527157813311,370,0.0003,1.0129902362823486,0.009590701613342389,37.341670989990234,185.36050003767014,0.041575633,0.4541270136833191,0.2,0.365283203125
313.4053716109738,77000,140.2,,,,,,,,,,,,,,,,
,77824,,113.0,28,2714,38,189.66871778,,,,,,,,,,,
307.63773419409773,78000,137.6,,,,,,-2.8616647116839884,380,0.0003,1.0137813091278076,0.005490215829922818,61.07072448730469,193.94540559053422,0.055323556,0.45717376470565796,0.2,0.411767578125
301.434545733386,79000,135.2,,,,,,,,,,,,,,,,
,79872,,117.67,28,2782,39,203.94225701,,,,,,,,,,,
278.50565475974946,80000,126.6,,,,,,-2.867775225639343,390,0.0003,1.0194132328033447,0.0237868105105008,12.26816177368164,83.62008540034294,0.15570858,0.6533043682575226,0.2,0.434375
274.9917605989409,81000,124.2,,,,,,,,,,,,,,,,
,81920,,123.1,28,2846,40,219.55171265999996,,,,,,,,,,,
376.26268449308117,82000,164.2,,,,,,-2.874420077353716,400,0.0003,1.021252989768982,0.018773593222431374,7.3663330078125,55.204474785923956,0.15022127,0.8116804212331772,0.2,0.424951171875
372.1855760942606,83000,173.4,,,,,,,,,,,,,,,,
,83968,,122.46,28,2919,41,219.22413427,,,,,,,,,,,
429.1050873936838,84000,173.2,,,,,,-2.877260410040617,410,0.0003,1.0181217193603516,0.007935636743786745,70.20708465576172,207.757366335392,0.05034088,0.6414067447185516,0.2,0.37802734375
425.87003168919983,85000,171.2,,,,,,,,,,,,,,,,
383.0227097423514,86000,166.2,,,,,,,,,,,,,,,,
,86016,,125.64,28,3008,42,230.79058719999998,,,,,,,,,,,
373.1862368694063,87000,161.4,,,,,,-2.866752964258194,420,0.0003,1.0118986368179321,0.02395692269783467,45.74734878540039,248.38622579574584,0.059130132,0.4797024726867676,0.2,0.46279296875
361.4304020444921,88000,161.4,,,,,,,,,,,,,,,,
,88064,,129.65,28,3080,43,242.41532561,,,,,,,,,,,
245.1554596814989,89000,117.8,,,,,,-2.855799950659275,430,0.0003,1.0071107149124146,0.006480171217117458,51.72332763671875,238.67635078430175,0.08007552,0.45633047819137573,0.2,0.42587890625
259.99107583619116,90000,120.8,,,,,,,,,,,,,,,,
,90112,,135.48,28,3144,44,257.89838512,,,,,,,,,,,
212.69797899726328,91000,106.0,,,,,,-2.850066737830639,440,0.0003,1.0100523233413696,0.02849678844504524,9.394441604614258,60.2497412443161,0.08683635,0.7932209968566895,0.2,0.457568359375
211.8591051824049,92000,105.2,,,,,,,,,,,,,,,,
,92160,,143.3,28,3206,45,279.33216976999995,,,,,,,,,,,
250.45964594078032,93000,120.4,,,,,,-2.8591229297220706,450,0.0003,1.012270212173462,0.007556332257809118,65.56546020507812,86.33041257858277,0.049501203,0.8671983182430267,0.2,0.38671875
242.8892305021778,94000,118.6,,,,,,,,,,,,,,,,
,94208,,150.26,28,3267,46,294.43075005,,,,,,,,,,,
179.9718166523904,95000,95.2,,,,,,-2.8738967776298523,460,0.0003,1.0277762413024902,0.013156164245447143,9.203878402709961,40.64930539429188,0.11190618,0.9140287712216377,0.2,0.442333984375
177.7579359470823,96000,94.0,,,,,,,,,,,,,,,,
,96256,,148.77,28,3331,47,293.69421797000007,,,,,,,,,,,
352.5791283401486,97000,152.0,,,,,,-2.8944452732801436,470,0.0003,1.0335540771484375,0.022916065927711317,27.920930862426758,119.42821251749993,0.15050583,0.8109605610370636,0.2,0.438427734375
353.4328285273703,98000,152.6,,,,,,,,,,,,,,,,
,98304,,152.46,28,3396,48,305.84701695,,,,,,,,,,,
317.0940667978124,99000,139.0,,,,,,-2.902758550643921,480,0.0003,1.0383824110031128,0.034161140443757176,7.192398548126221,59.39173814356327,0.1232823,0.85984206199646,0.2,0.49375
290.0706775680977,100000,129.4,,,,,,,,,,,,,,,,
,100352,,158.7,28,3461,49,323.03138698,,,,,,,,,,,
365.1673539360818,101000,159.8,,,,,,-2.9229444302618504,490,0.0003,1.0529356002807617,0.03114537288201973,21.49009132385254,72.39365998208523,0.08364855,0.8986117839813232,0.2,0.475634765625
365.88121549423084,102000,163.4,,,,,,,,,,,,,,,,
,102400,,163.85,29,3527,50,336.60512646999996,,,,,,,,,,,
381.66923399548176,103000,168.4,,,,,,-2.946294239163399,500,0.0003,1.0603904724121094,0.017353687307331712,180.70899963378906,108.82359030842781,0.044798657,0.8437757194042206,0.2,0.402587890625
360.6095509707513,104000,160.0,,,,,,,,,,,,,,,,
,104448,,174.51,29,3591,51,360.95681886,,,,,,,,,,,
264.1120125954643,105000,124.6,,,,,,-2.9593027882277965,510,0.0003,1.066986322402954,0.013639872963540255,8.310782432556152,53.43131153136492,0.10719749,0.9199843406677246,0.2,0.430517578125
267.05262983444845,106000,126.6,,,,,,,,,,,,,,,,
,106496,,181.39,29,3653,52,377.6313207399999,,,,,,,,,,,
216.1571295896254,107000,107.6,,,,,,-2.9716002687811853,520,0.0003,1.0754035711288452,0.03324662121594883,11.170145988464355,54.836755368113515,0.16890419,0.9297896474599838,0.2,0.50771484375
214.9231696724499,108000,107.0,,,,,,,,,,,,,,,,
,108544,,182.57,29,3715,53,383.2001600699999,,,,,,,,,,,
445.9143609559011,109000,207.8,,,,,,-2.9763398677110673,530,0.0003,1.0673035383224487,0.02586080139153637,10.730995178222656,90.67615758478641,0.42373,0.9216911867260933,0.2,0.482177734375
448.81004892760905,110000,207.6,,,,,,,,,,,,,,,,
,110592,,186.39,29,3784,54,390.2102749600001,,,,,,,,,,,
515.207506972293,111000,296.0,,,,,,-2.9767169445753097,540,0.0003,1.074565052986145,0.019767182180657983,5.321639537811279,39.01119766309857,0.055149928,0.9535459764301777,0.2,0.48896484375
515.0841978241609,112000,294.8,,,,,,,,,,,,,,,,
,112640,,190.41,29,3861,55,400.23424499999993,,,,,,,,,,,
481.65566059950726,113000,287.8,,,,,,-2.9760796263813973,550,0.0003,1.072176218032837,0.007624307525111363,6.8924407958984375,47.75982332825661,0.12327241,0.9297141209244728,0.2,0.4076171875
488.430843447135,114000,291.4,,,,,,,,,,,,,,,,
,114688,,196.98,29,3935,56,410.49322781999996,,,,,,,,,,,
412.29140378811354,115000,270.4,,,,,,-2.99220150411129,560,0.0003,1.0897960662841797,0.027988773424294778,11.948304176330566,55.23691099435091,0.21272975,0.9361514300107956,0.2,0.502734375
394.5494421315758,116000,257.6,,,,,,,,,,,,,,,,
,116736,,206.96,29,4007,57,417.40316498,,,,,,,,,,,
400.27924899338393,117000,249.6,,,,,,-3.0177201732993124,570,0.0003,1.0981800556182861,0.015059708183980548,6.097099781036377,22.945074981451036,0.105000295,0.966901145875454,0.2,0.409130859375
403.0638997419992,118000,250.4,,,,,,,,,,,,,,,,
,118784,,213.58,29,4080,58,421.60775715999995,,,,,,,,,,,
441.40943399905956,119000,276.0,,,,,,-3.03042626529932,580,0.0003,1.1035189628601074,0.01721549610956572,14.781096458435059,113.57872558832169,0.065057755,0.8671310693025589,0.2,0.41767578125
432.8820378113393,120000,269.8,,,,,,,,,,,,,,,,
,120832,,215.89,29,4156,59,417.40916149,,,,,,,,,,,
370.730344442121,121000,257.2,,,,,,-3.032080686092377,590,0.0003,1.0997846126556396,0.02982933544262778,16.346498489379883,65.56631055474281,0.13703997,0.9103978946805,0.2,0.503173828125
376.2628973644598,122000,257.6,,,,,,,,,,,,,,,,
,122880,,222.69,29,4227,60,419.05535022,,,,,,,,,,,
362.9464692638445,123000,262.2,,,,,,-3.035924184322357,600,0.0003,1.1085703372955322,0.011885330866789445,18.517534255981445,54.93162150681019,0.04395048,0.8901667222380638,0.2,0.450830078125
361.35097118140766,124000,262.2,,,,,,,,,,,,,,,,
,124928,,234.8,29,4298,61,428.94892275999996,,,,,,,,,,,
296.47166451509037,125000,224.4,,,,,,-3.037091103941202,610,0.0003,1.1061813831329346,0.026546396146295594,4.1926469802856445,42.913724173605445,0.122953855,0.9405725337564945,0.2,0.48056640625
287.1195167882681,126000,221.4,,,,,,,,,,,,,,,,
,126976,,239.84,29,4365,62,425.03845117,,,,,,,,,,,
417.9864464671402,127000,265.6,,,,,,-3.0472267366945744,620,0.0003,1.1153028011322021,0.037984884600155054,20.776836395263672,100.03419262766838,0.26937562,0.7346167862415314,0.2,0.53583984375
423.1323250135574,128000,266.2,,,,,,,,,,,,,,,,
418.9786079533915,129000,267.0,,,,,,,,,,,,,,,,
,129024,,244.82,28,4458,63,420.75009195999985,,,,,,,,,,,
362.78476655968115,130000,227.6,,,,,,-3.057609824836254,630,0.0003,1.1248607635498047,0.06180695834918879,2.9331769943237305,22.9456668689847,0.22550109,0.9390840940177441,0.2,0.5375
362.7058612443645,131000,228.4,,,,,,,,,,,,,,,,
,131072,,249.97,28,4526,64,420.45823134000005,,,,,,,,,,,
452.59476058045254,132000,279.6,,,,,,-3.0807819202542306,640,0.0003,1.1316421031951904,0.0076557183259865266,4.182750225067139,39.791272735595705,0.035834618,0.9021207764744759,0.2,0.370166015625
431.3725488644297,133000,252.0,,,,,,,,,,,,,,,,
,133120,,255.76,28,4600,65,421.93758154000005,,,,,,,,,,,
453.7963581666139,134000,282.2,,,,,,-3.082477285712957,650,0.0003,1.1261250972747803,-0.0010816030277055687,11.808026313781738,73.9438925743103,0.041270822,0.9266822785139084,0.2,0.34404296875
456.6499249223707,135000,283.2,,,,,,,,,,,,,,,,
,135168,,261.05,28,4674,66,424.79569557,,,,,,,,,,,
492.31126065333444,136000,297.2,,,,,,-3.080791433155537,660,0.0003,1.1319129467010498,0.015140807366697118,4.16021203994751,41.77925933748484,0.06559414,0.9374408647418022,0.2,0.434912109375
483.8285625371951,137000,292.0,,,,,,,,,,,,,,,,
,137216,,265.32,28,4750,67,426.51001713000005,,,,,,,,,,,
496.40774088611795,138000,296.0,,,,,,-3.091812504082918,670,0.0003,1.1397255659103394,0.008394720134674571,4.6976728439331055,34.399472498893736,0.10040192,0.9615482352674007,0.2,0.420751953125
503.9000023427092,139000,297.4,,,,,,,,,,,,,,,,
,139264,,270.49,28,4824,68,429.68433304000007,,,,,,,,,,,
475.222500664751,140000,301.0,,,,,,-3.1044154770672323,680,0.0003,1.1506057977676392,0.05797569616115652,3.452341079711914,14.664094672352075,0.23163687,0.9777899049222469,0.2,0.5623046875
482.9985814341293,141000,301.8,,,,,,,,,,,,,,,,
,141312,,267.55,28,4902,69,423.64736444999994,,,,,,,,,,,
459.2274036251714,142000,281.8,,,,,,-3.117342061549425,690,0.0003,1.150926947593689,0.006055707752238959,8.868119239807129,81.50913349986077,0.11130261,0.9168939888477325,0.2,0.40419921875
460.6908392980025,143000,282.6,,,,,,,,,,,,,,,,
,143360,,266.6,28,4976,70,426.2131436,,,,,,,,,,,
458.22989910990293,144000,290.6,,,,,,-3.119548662751913,700,0.0003,1.153219223022461,0.014432421530364082,12.810770988464355,44.19490144103766,0.073353395,0.9525659270584583,0.2,0.44892578125
458.4482730838296,145000,285.4,,,,,,,,,,,,,,,,
,145408,,264.35,28,5054,71,429.97812197999997,,,,,,,,,,,
933.3288378343219,146000,488.0,,,,,,-3.107695385068655,710,0.0003,1.1369538307189941,0.00817905978183262,9.14661693572998,79.80546216666698,0.19612563,0.898652158677578,0.2,0.404541015625
1020.8065060713561,147000,530.4,,,,,,,,,,,,,,,,
,147456,,260.73,28,5155,72,431.98150882999994,,,,,,,,,,,
1039.4487128843175,148000,533.8,,,,,,-3.092711925506592,720,0.0003,1.1357749700546265,0.00990437314612791,31.433971405029297,116.23490994274616,0.07900411,0.8390381038188934,0.2,0.427880859375
700.362693823078,149000,349.8,,,,,,,,,,,,,,,,
,149504,,248.52,28,5248,73,427.93622404,,,,,,,,,,,
2047.2436476973387,150000,979.8,,,,,,-3.090540151298046,730,0.0003,1.1335945129394531,0.004946910202852451,16.34114646911621,107.32070426940918,0.11021862,0.8716599643230438,0.2,0.428857421875
1237.4641063723393,151000,601.0,,,,,,,,,,,,,,,,
,151552,,242.75,28,5376,74,436.5903800800001,,,,,,,,,,,
640.6245703284076,152000,320.6,,,,,,-3.093169829249382,740,0.0003,1.1389367580413818,0.00685023508121958,6.563819408416748,50.40942491590977,0.09916205,0.9177504703402519,0.2,0.445849609375
643.895200703571,153000,324.0,,,,,,,,,,,,,,,,
,153600,,241.76,28,5454,75,445.47031967,,,,,,,,,,,
335.57037399218245,154000,147.8,,,,,,-3.1002063609659674,750,0.0003,1.1428735256195068,0.04865747283329256,4.624855041503906,68.67848251014948,0.61022514,0.8940485268831253,0.2,0.536474609375
363.0867051465677,155000,160.8,,,,,,,,,,,,,,,,
,155648,,231.28,28,5521,76,440.97066125,,,,,,,,,,,
475.7409354422554,156000,205.6,,,,,,-3.101815214753151,760,0.0003,1.1385916471481323,0.010426175377506296,6.0017523765563965,63.653892101347445,0.108904526,0.8990834802389145,0.2,0.432666015625
470.18637245717184,157000,204.2,,,,,,,,,,,,,,,,
,157696,,221.54,28,5592,77,435.90585032,,,,,,,,,,,
484.0166136483378,158000,202.8,,,,,,-3.1046349182724953,770,0.0003,1.1470177173614502,0.0226850179140456,19.282182693481445,72.41808526217937,0.05149867,0.9321614801883698,0.2,0.4974609375
468.2127241297523,159000,195.6,,,,,,,,,,,,,,,,
,159744,,210.58,28,5662,78,427.78818299000005,,,,,,,,,,,
809.4972257129833,160000,330.0,,,,,,-3.1065594226121904,780,0.0003,1.140868902206421,0.014003073300409596,8.67889404296875,90.56233764737844,0.13099058,0.89356429874897,0.2,0.454638671875
460.32277686880263,161000,200.2,,,,,,,,,,,,,,,,
,161792,,204.74,28,5739,79,422.59484448,,,,,,,,,,,
39.841579512562745,162000,40.4,,,,,,-3.1039885737001898,790,0.0003,1.1454691886901855,0.24252733141911448,5.496639251708984,58.992618054151535,39.45871,0.9159737229347229,0.2,0.736279296875
40.73516072451093,163000,41.8,,,,,,,,,,,,,,,,
,163840,,123.44,28,5838,80,241.64807140000002,,,,,,,,,,,
40.930389120090695,164000,44.0,,,,,,-3.106314141303301,800,0.0003,1.136647343635559,0.09725298025587108,61.71282196044922,194.5184149324894,6.126479,0.38340848684310913,0.2,0.8474609375
41.74137172516275,165000,45.2,,,,,,,,,,,,,,,,
,165888,,54.7,27,5933,81,70.04064570999999,,,,,,,,,,,
41.767507921459035,166000,53.2,,,,,,-3.0815316937863826,810,0.0003,1.1134154796600342,0.01979125141806435,49.117637634277344,67.83494798392057,18.361332,0.6636011898517609,0.2,0.82802734375
42.25348429508449,167000,55.0,,,,,,,,,,,,,,,,
,167936,,48.24,27,6021,82,42.27114761000001,,,,,,,,,,,
-0.994204153760802,168000,161.0,,,,,,-3.033769028633833,820,0.0003,1.0808634757995605,0.04129488677135669,5.08856725692749,19.208325150795282,17.173496,0.5881485342979431,0.2,0.758935546875
-0.9942029701938736,169000,161.0,,,,,,,,,,,,,,,,
,169984,,63.31,27,6089,83,37.95278796,,,,,,,,,,,
-0.9942070765253448,170000,161.0,,,,,,-2.9875183068215847,830,0.0003,1.07809579372406,0.24106084082741291,14.451845169067383,39.26072500646114,21.472921,0.671293318271637,0.2,0.98671875
-0.9942062046109641,171000,161.0,,,,,,,,,,,,,,,,
-0.9942020429232798,172000,161.0,,,,,,,,,,,,,,,,
,172032,,75.65,27,6178,84,38.32975184,,,,,,,,,,,
