eval/mean_reward,time/total_timesteps,eval/mean_ep_length,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/value_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/std
-1.7510125080967556,270000,161.0,,,,,,1310,0.7002890110015869,-0.02234948144759983,0.2,0.751025390625,0.599525076430291,1.1846023,-0.6429196670651436,0.0003,-0.012005239725112915,0.32662200927734375
-3.148076703208062,271000,160.4,,,,,,,,,,,,,,,,
,271744,,1.31036338,78,163.22,5421,29,,,,,,,,,,,
5.643184562769602,272000,160.6,,,,,,1320,0.6757567822933197,-0.02927455998433288,0.2,0.730126953125,0.6983968897606246,1.5298647,-0.5748000130057335,0.0003,-0.061311274766922,0.3134090006351471
1.8415835158339178,273000,160.4,,,,,,,,,,,,,,,,
,273792,,1.76959092,79,163.22,5489,29,,,,,,,,,,,
3.114985811769293,274000,160.2,,,,,,1330,0.753519669175148,-0.017739702673861758,0.2,0.767431640625,0.5735216497792862,1.05228,-0.5170854207128286,0.0003,-0.03010992333292961,0.30759260058403015
5.308507445972646,275000,161.0,,,,,,,,,,,,,,,,
,275840,,2.2755007800000002,80,163.46,5557,29,,,,,,,,,,,
-0.6196575025358471,276000,160.6,,,,,,1340,0.8121782094240189,-0.03668170167366043,0.2,0.75830078125,0.38547623495105654,1.1803154,-0.45875413082540034,0.0003,-0.014108184725046158,0.29716020822525024
-0.935947989125998,277000,161.0,,,,,,,,,,,,,,,,
,277888,,2.0526158999999997,81,163.27,5625,29,,,,,,,,,,,
0.2031203243022901,278000,161.0,,,,,,1350,0.8079379796981812,-0.028147187040303834,0.2,0.749267578125,0.37288318768842144,1.1694138,-0.3916012182831764,0.0003,0.010025935247540474,0.2883790135383606
14.154440841748146,279000,165.6,,,,,,,,,,,,,,,,
,279936,,1.6930887,82,164.81,5693,29,,,,,,,,,,,
-1.1214882726642827,280000,161.0,,,,,,1360,0.8226752877235413,-0.03541158005245961,0.2,0.756103515625,0.49375836313702165,1.1752661,-0.34215604662895205,0.0003,-0.02699177712202072,0.28112682700157166
2.437581232624507,281000,160.6,,,,,,,,,,,,,,,,
,281984,,1.33184775,83,164.88,5761,29,,,,,,,,,,,
3.320740835386823,282000,160.6,,,,,,1370,0.827589139342308,-0.034039426947128956,0.2,0.74228515625,0.5489252556464634,0.92415655,-0.2843375775963068,0.0003,-0.044162817299366,0.27315670251846313
2.553948278142343,283000,160.6,,,,,,,,,,,,,,,,
4.492313901444868,284000,161.0,,,,,,,,,,,,,,,,
,284032,,1.12628593,84,163.27,5845,29,,,,,,,,,,,
-0.7519236352476583,285000,160.4,,,,,,1380,0.7857383489608765,-0.02996146763325669,0.2,0.7701171875,0.5446466098772362,1.4732203,-0.21859663650393485,0.0003,-0.055803410708904266,0.26279574632644653
2.4600185524948754,286000,160.8,,,,,,,,,,,,,,,,
,286080,,1.35636889,85,163.18,5914,29,,,,,,,,,,,
2.5856655371782837,287000,161.0,,,,,,1390,0.8200021833181381,-0.029186484328238293,0.2,0.77744140625,0.3850469804601744,1.4428732,-0.14928765185177326,0.0003,-0.010335274040699005,0.25578415393829346
4.010157430919935,288000,159.8,,,,,,,,,,,,,,,,
,288128,,2.09184962,86,163.18,5981,29,,,,,,,,,,,
2.3944209757195494,289000,160.4,,,,,,1400,0.8022031933069229,-0.021361414936836808,0.2,0.76005859375,0.3888656345428899,1.1052811,-0.10545534715056419,0.0003,-0.06368066370487213,0.250675767660141
2.7396803825671667,290000,160.2,,,,,,,,,,,,,,,,
,290176,,2.0715071,87,163.68,6050,29,,,,,,,,,,,
6.5260672451193384,291000,160.2,,,,,,1410,0.7583198249340057,-0.013368790168897249,0.2,0.759326171875,0.5454801228712313,1.3471458,-0.052708180993795394,0.0003,-0.041143886744976044,0.24217039346694946
5.114448216333403,292000,161.0,,,,,,,,,,,,,,,,
,292224,,2.40528231,88,163.2,6119,29,,,,,,,,,,,
2.339285065401782,293000,160.0,,,,,,1420,0.8340505212545395,-0.00042067913454957306,0.2,0.805908203125,0.3787886620382778,1.845999,0.0068772703409194945,0.0003,-0.011280596256256104,0.23636609315872192
3.060302959693945,294000,160.0,,,,,,,,,,,,,,,,
,294272,,2.54477371,89,162.72,6187,29,,,,,,,,,,,
3.005591886561888,295000,160.4,,,,,,1430,0.8033186495304108,-0.026326386182336136,0.2,0.770068359375,0.43192655028542504,1.398351,0.06527026481926441,0.0003,-0.06656201183795929,0.22953104972839355
5.167819347696787,296000,160.8,,,,,,,,,,,,,,,,
,296320,,2.81384473,90,162.24,6254,29,,,,,,,,,,,
6.418971038018208,297000,160.2,,,,,,1440,0.8011397123336792,-0.022363551160378848,0.2,0.75771484375,0.45890650161309166,1.4914677,0.12943873032927514,0.0003,0.018442507833242416,0.22120586037635803
6.497621740366594,298000,161.0,,,,,,,,,,,,,,,,
,298368,,3.2513368299999996,91,163.37,6323,29,,,,,,,,,,,
5.668909427056496,299000,160.6,,,,,,1450,0.8148620426654816,-0.019612682299339212,0.2,0.786376953125,0.32090209170710293,1.4075614,0.18317773900926113,0.0003,-0.02294928953051567,0.21841956675052643
1.9886091423504695,300000,160.4,,,,,,,,,,,,,,,,
,300416,,3.46081436,92,163.53,6390,29,,,,,,,,,,,
6.118785293675319,301000,160.0,,,,,,1460,0.8106566369533539,-0.0294381463812897,0.2,0.76201171875,0.33777418005047366,1.3332822,0.22183183245360852,0.0003,-0.015384487807750702,0.2110605239868164
4.2871509494725615,302000,160.0,,,,,,,,,,,,,,,,
,302464,,3.3868474600000007,93,165.17,6458,29,,,,,,,,,,,
4.184829725054442,303000,159.2,,,,,,1470,0.6954098045825958,-0.012143047696736176,0.2,0.771337890625,0.7947867995244451,1.4155601,0.28752943128347397,0.0003,0.10658708214759827,0.20670577883720398
-1.1163409953231167,304000,161.0,,,,,,,,,,,,,,,,
,304512,,3.27814725,94,165.21,6527,29,,,,,,,,,,,
3.337940509330656,305000,161.0,,,,,,1480,0.792192667722702,0.0019355674856342375,0.2,0.79853515625,0.4693430497311056,1.5632857,0.3233342207968235,0.0003,-0.05546194314956665,0.20232543349266052
2.264526138584915,306000,160.4,,,,,,,,,,,,,,,,
,306560,,3.469743050000001,95,163.19,6595,29,,,,,,,,,,,
4.1380106613163665,307000,159.8,,,,,,1490,0.8516370058059692,-0.0063820243667578325,0.2,0.800146484375,0.2955131888156757,1.4551423,0.35649154596030713,0.0003,0.0004328116774559021,0.2002108097076416
2.3426434900677124,308000,160.0,,,,,,,,,,,,,,,,
,308608,,3.40643799,96,165.21,6663,29,,,,,,,,,,,
3.3933153358491834,309000,160.4,,,,,,1500,0.8090504556894302,-0.004313751045265235,0.2,0.791845703125,0.4920848363428377,1.3946102,0.3824081398546696,0.0003,-0.06722183525562286,0.1973661184310913
6.0980696318030825,310000,159.2,,,,,,,,,,,,,,,,
,310656,,2.81741074,97,164.81,6732,29,,,,,,,,,,,
-0.7547839971412031,311000,160.0,,,,,,1510,0.7212523519992828,-0.0016657119325827808,0.2,0.785205078125,0.6777833337080665,1.3809967,0.41594652459025383,0.0003,-0.029146621003746986,0.19289156794548035
-0.7650486771977739,312000,159.6,,,,,,,,,,,,,,,,
,312704,,2.5813435899999995,98,163.2,6801,29,,,,,,,,,,,
6.566639971522091,313000,160.2,,,,,,1520,0.7171011567115784,-0.007712022686609999,0.2,0.774951171875,0.8619684622506611,1.4768106,0.4710371498018503,0.0003,-0.0014636777341365814,0.1871843785047531
0.42670943643315695,314000,159.6,,,,,,,,,,,,,,,,
,314752,,2.47766792,99,163.17,6868,29,,,,,,,,,,,
-1.2639394963698578,315000,161.0,,,,,,1530,0.7970986217260361,0.0069745740969665345,0.2,0.8029296875,0.372225690970663,1.7540793,0.5121261913329362,0.0003,-0.04524549841880798,0.18512770533561707
-3.6234650523139864,316000,159.6,,,,,,,,,,,,,,,,
,316800,,2.40951476,100,163.81,6937,29,,,,,,,,,,,
2.608752167752391,317000,159.8,,,,,,1540,0.781241774559021,-0.0016142616339493542,0.2,0.780322265625,0.5869824854889885,1.4426742,0.5508884157985449,0.0003,0.0020779073238372803,0.18049356341362
3.7254398965160362,318000,159.8,,,,,,,,,,,,,,,,
,318848,,2.59101318,101,161.83,7006,29,,,,,,,,,,,
3.2088584721801454,319000,160.0,,,,,,1550,0.7258525788784027,-0.005668364494340494,0.2,0.776123046875,0.5974187515210361,1.2986277,0.5933073397725821,0.0003,0.007380910217761993,0.17770065367221832
4.218994070476765,320000,160.6,,,,,,,,,,,,,,,,
,320896,,2.7283477,102,162.83,7073,29,,,,,,,,,,,
10.165837095028838,321000,161.0,,,,,,1560,0.7069293558597565,-0.002663680972182192,0.2,0.791015625,0.5325644565979019,1.7075447,0.6371895182877779,0.0003,-0.014670368283987045,0.17262640595436096
1.0570583976819763,322000,159.6,,,,,,,,,,,,,,,,
,322944,,2.37841469,103,163.26,7141,29,,,,,,,,,,,
4.098271726180974,323000,160.4,,,,,,1570,0.7486989796161652,0.04360271952464245,0.2,0.81328125,0.5583414850872941,1.259898,0.652153305336833,0.0003,-0.02595248445868492,0.17398133873939514
4.451411759787879,324000,159.4,,,,,,,,,,,,,,,,
,324992,,2.3640409199999994,104,163.48,7210,29,,,,,,,,,,,
0.3234203451276699,325000,159.6,,,,,,1580,0.701106071472168,-0.00809265241259709,0.2,0.8119140625,0.6618402063846588,1.8415117,0.6605476927012205,0.0003,0.024138163775205612,0.17118167877197266
4.35341710284265,326000,160.0,,,,,,,,,,,,,,,,
7.472443000690691,327000,160.0,,,,,,,,,,,,,,,,
,327040,,2.92674982,105,162.95,7294,29,,,,,,,,,,,
3.26235644999615,328000,160.6,,,,,,1590,0.7209074795246124,-0.004917770659085363,0.2,0.810205078125,0.4674171978374943,2.2340155,0.6988659240305424,0.0003,-0.06031155586242676,0.16778436303138733
8.087504543361865,329000,159.4,,,,,,,,,,,,,,,,
,329088,,3.8995086800000003,106,163.23,7362,29,,,,,,,,,,,
6.529605274411006,330000,160.8,,,,,,1600,0.6726163327693939,-0.00634292988688685,0.2,0.827734375,0.6962976557435467,3.1884437,0.7382224611938,0.0003,-0.020345337688922882,0.1654692143201828
9.191157491991907,331000,159.0,,,,,,,,,,,,,,,,
,331136,,4.57899894,107,163.25,7429,29,,,,,,,,,,,
10.396683140732785,332000,160.0,,,,,,1610,0.6371280252933502,0.015086525343940593,0.2,0.81494140625,0.7670799531741068,2.0002291,0.7684455465525388,0.0003,0.0022142380475997925,0.16213098168373108
8.633258686177578,333000,159.0,,,,,,,,,,,,,,,,
,333184,,5.47518626,108,163.63,7498,29,,,,,,,,,,,
3.6389774520248466,334000,160.6,,,,,,1620,0.6531960666179657,0.013784418735303916,0.2,0.7947265625,0.792228379077278,1.6355604,0.8073363326489925,0.0003,0.04843684285879135,0.15978112816810608
10.232765041811216,335000,160.6,,,,,,,,,,,,,,,,
,335232,,5.656721470000001,109,163.51,7567,29,,,,,,,,,,,
7.285511471835344,336000,160.0,,,,,,1630,0.6996468305587769,-0.0023097226687241344,0.2,0.779052734375,0.6663606648682616,1.2876663,0.8283650379627943,0.0003,-0.03841555118560791,0.1583574414253235
7.589409964151128,337000,160.0,,,,,,,,,,,,,,,,
,337280,,5.932370930000002,110,163.65,7634,29,,,,,,,,,,,
6.362340593191038,338000,159.4,,,,,,1640,0.6499798595905304,0.028645572561072186,0.2,0.817578125,0.7206591123715043,2.8072276,0.8643238317221403,0.0003,0.09458012133836746,0.15428277850151062
9.944621391522379,339000,160.6,,,,,,,,,,,,,,,,
,339328,,6.65338883,111,163.76,7703,29,,,,,,,,,,,
6.458588695416256,340000,159.4,,,,,,1650,0.6690007746219635,-0.003116325763403438,0.2,0.806591796875,0.6014133190619759,2.0879192,0.9188667189329862,0.0003,-0.0043134428560733795,0.14989051222801208
1.2832912231569935,341000,160.0,,,,,,,,,,,,,,,,
,341376,,7.096514209999999,112,163.27,7772,29,,,,,,,,,,,
5.082028946359787,342000,160.0,,,,,,1660,0.6850421130657196,-0.0014903741015587003,0.2,0.7908203125,0.7567892794148066,1.6478021,0.9699601184576749,0.0003,-0.0013271495699882507,0.14603208005428314
5.090354238462169,343000,160.2,,,,,,,,,,,,,,,,
,343424,,8.151113,113,163.7,7839,29,,,,,,,,,,,
10.358772367886559,344000,160.0,,,,,,1670,0.695324569940567,0.01413206296856515,0.2,0.83544921875,0.7550080950604752,3.514471,1.0212250713258981,0.0003,0.007812999188899994,0.14263048768043518
2.7132763468711345,345000,160.4,,,,,,,,,,,,,,,,
,345472,,7.97961995,114,163.56,7907,29,,,,,,,,,,,
9.510700703260227,346000,160.6,,,,,,1680,0.7462429702281952,0.03351026308373548,0.2,0.81357421875,0.5598281824146397,2.2451897,1.0494111262261867,0.0003,-0.025842752307653427,0.1418839991092682
7.277523037542414,347000,159.6,,,,,,,,,,,,,,,,
,347520,,7.883212379999999,115,163.45,7976,29,,,,,,,,,,,
10.203920251583622,348000,159.8,,,,,,1690,0.7114364206790924,0.01084798653027974,0.2,0.807861328125,0.7742035802570172,1.5167743,1.0638872224837541,0.0003,-0.0040114931762218475,0.1414482593536377
