time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/explained_variance,train/value_loss,train/policy_gradient_loss
166000,397.15930417443377,242.6,,,,,,17.246109008789062,0.490625,810,0.2,-2.657537814974785,0.0003,0.10711509,0.9179991483688354,0.8121064305305481,103.25243877470493,0.008807137602707371
167000,351.3467646476274,168.6,,,,,,,,,,,,,,,,
167936,,,82,29,5702,237.07042527,177.5,,,,,,,,,,,
168000,377.6847080309555,239.2,,,,,,5.854038238525391,0.54150390625,820,0.2,-2.6648766934871673,0.0003,0.39770216,0.9250967502593994,0.8815089166164398,59.88677520900965,0.022005142812849952
169000,331.0746175193293,208.0,,,,,,,,,,,,,,,,
169984,,,83,29,5779,249.7980498,169.91,,,,,,,,,,,
170000,319.296464926497,226.4,,,,,,35.671913146972656,0.525537109375,830,0.2,-2.6799597017467023,0.0003,0.22937554,0.9277113080024719,0.8018961548805237,150.81118426322936,0.025140137718699405
171000,271.4709466046894,180.4,,,,,,,,,,,,,,,,
172000,360.55344912592045,245.0,,,,,,,,,,,,,,,,
172032,,,84,29,5868,260.76424471999997,171.85,,,,,,,,,,,
173000,355.4858092476388,265.6,,,,,,11.930386543273926,0.55927734375,840,0.2,-2.6839291930198668,0.0003,0.13977173,0.9298843145370483,0.7367403507232666,66.46539556980133,0.027691719570429995
174000,340.63733691089,240.0,,,,,,,,,,,,,,,,
174080,,,85,29,5941,266.53302894,176.49,,,,,,,,,,,
175000,347.2983192334934,213.0,,,,,,3.9038870334625244,0.542822265625,850,0.2,-2.7014947116374968,0.0003,0.1338596,0.9439021944999695,0.8706273436546326,38.983327622711656,0.01874284112418536
176000,424.3568571959542,285.6,,,,,,,,,,,,,,,,
176128,,,86,29,6013,278.98789716000005,181.89,,,,,,,,,,,
177000,417.71159741337544,281.8,,,,,,4.238027095794678,0.4642578125,860,0.2,-2.709471182525158,0.0003,0.12183592,0.9317018985748291,0.9259514659643173,37.20666270107031,-0.010340393250226043
178000,493.9889100701068,337.0,,,,,,,,,,,,,,,,
178176,,,87,29,6092,288.21400824,187.53,,,,,,,,,,,
179000,489.2358668813067,331.8,,,,,,6.803881645202637,0.52431640625,870,0.2,-2.691146709024906,0.0003,0.1811718,0.9347679615020752,0.9345681965351105,37.24222465455532,0.011459624191047624
180000,536.3457808996238,337.0,,,,,,,,,,,,,,,,
180224,,,88,29,6174,292.12983377,189.5,,,,,,,,,,,
181000,476.637469860127,313.0,,,,,,7.6354475021362305,0.540185546875,880,0.2,-2.7022228240966797,0.0003,0.1057802,0.9393585920333862,0.8721962720155716,56.2007803067565,0.00022771910298615694
182000,443.2594994523955,310.6,,,,,,,,,,,,,,,,
182272,,,89,29,6252,307.80382915,201.13,,,,,,,,,,,
183000,377.5720916035607,266.2,,,,,,6.980136871337891,0.531689453125,890,0.2,-2.697296269237995,0.0003,0.14584322,0.9297882318496704,0.9086442664265633,37.33724785447121,0.0012995182740269228
184000,373.09100505729873,263.2,,,,,,,,,,,,,,,,
184320,,,90,29,6326,305.32080863000004,201.15,,,,,,,,,,,
185000,189.23608628033327,195.6,,,,,,149.03741455078125,0.565234375,900,0.2,-2.6948815777897837,0.0003,0.25709164,0.9375183582305908,0.8472447097301483,53.32452831491828,0.01692881289345678
186000,242.36195653016404,226.6,,,,,,,,,,,,,,,,
186368,,,91,29,6393,306.48019958,209.58,,,,,,,,,,,
187000,336.863060025427,271.0,,,,,,22.939842224121094,0.533984375,910,0.2,-2.7043988458812236,0.0003,0.14838114,0.938360333442688,0.7577201575040817,70.77349522411824,0.01487874183949316
188000,323.87401095064416,255.2,,,,,,,,,,,,,,,,
188416,,,92,29,6466,302.38052718,216.35,,,,,,,,,,,
189000,329.53564577885334,245.8,,,,,,10.466385841369629,0.560888671875,920,0.2,-2.709687864035368,0.0003,0.118819036,0.9428709745407104,0.7817984223365784,76.99157607853412,0.011767776674241759
190000,498.9259021205624,366.6,,,,,,,,,,,,,,,,
190464,,,93,29,6543,297.73720230000004,221.86,,,,,,,,,,,
191000,380.9407087838008,235.4,,,,,,5.616877555847168,0.510546875,930,0.2,-2.705185429751873,0.0003,0.3011536,0.9329796433448792,0.8445866256952286,42.86370558738709,0.007289869972737506
192000,367.4332802980687,238.6,,,,,,,,,,,,,,,,
192512,,,94,29,6615,298.5664477600001,227.85,,,,,,,,,,,
193000,41.02080308713594,203.6,,,,,,3.6964783668518066,0.52880859375,940,0.2,-2.694075984507799,0.0003,0.15768039,0.9344815015792847,0.8345969468355179,48.15903255939484,0.007662766787689179
194000,113.93503742000902,223.8,,,,,,,,,,,,,,,,
194560,,,95,29,6685,285.83488809000005,235.67,,,,,,,,,,,
195000,-38.72312207689174,125.4,,,,,,14.829031944274902,0.911962890625,950,0.2,-2.695804963260889,0.0003,11.274076,0.9352492094039917,-0.006992816925048828,167.55141705870628,0.19452439699089155
196000,-49.946582844843945,102.6,,,,,,,,,,,,,,,,
196608,,,96,29,6754,223.35505723000003,215.78,,,,,,,,,,,
197000,-45.69765904781961,90.8,,,,,,16.657522201538086,0.5671875,960,0.2,-2.717815299332142,0.0003,0.11279575,0.9565683007240295,0.6821705400943756,70.67873184680938,0.025722792296437546
198000,-41.10689688964849,102.8,,,,,,,,,,,,,,,,
198656,,,97,29,6818,167.43325929000002,203.85,,,,,,,,,,,
199000,-29.19990471667552,161.0,,,,,,20.175559997558594,0.442822265625,970,0.2,-2.75254500284791,0.0003,0.08564955,0.9643886089324951,0.5494160950183868,98.58458979129792,0.004181024723220616
200000,-45.32124463405489,165.6,,,,,,,,,,,,,,,,
200704,,,98,29,6890,104.76151551999999,187.07,,,,,,,,,,,
201000,-18.445217067736667,161.0,,,,,,14.938006401062012,0.518359375,980,0.2,-2.7661101505160333,0.0003,0.11631478,0.9672058820724487,0.4773678183555603,53.507241719961165,0.017686126483022237
202000,-17.456933648395353,161.0,,,,,,,,,,,,,,,,
202752,,,99,29,6958,66.58061235,179.12,,,,,,,,,,,
203000,-34.11382045502906,163.6,,,,,,5.2170329093933105,0.447412109375,990,0.2,-2.764060515910387,0.0003,0.08437592,0.9643405675888062,0.6144858300685883,17.13345924243331,0.0004369094502180815
204000,-28.10699017788138,160.4,,,,,,,,,,,,,,,,
204800,,,100,29,7025,35.85596470999999,170.09,,,,,,,,,,,
205000,-29.60089940491671,161.2,,,,,,3.2790980339050293,0.425830078125,1000,0.2,-2.7490018628537656,0.0003,0.06709256,0.9505221843719482,0.5778226554393768,15.984868867695331,-0.015138941319310106
206000,-36.902248903105644,160.4,,,,,,,,,,,,,,,,
206848,,,101,29,7093,-6.859292939999998,155.49,,,,,,,,,,,
207000,-44.82588545658873,174.2,,,,,,2.061030864715576,0.423681640625,1010,0.2,-2.7376266486942766,0.0003,0.0671335,0.9502743482589722,0.6455049514770508,8.885829489305616,-0.02115389337996021
208000,-44.42598486712959,170.6,,,,,,,,,,,,,,,,
208896,,,102,29,7162,-27.97036465,150.0,,,,,,,,,,,
209000,-19.720943115126282,165.0,,,,,,0.628716766834259,0.41943359375,1020,0.2,-2.7257358722388743,0.0003,0.08561674,0.9409046173095703,0.6314911246299744,6.061822016909718,-0.025843858849839307
210000,-22.670844098392262,164.0,,,,,,,,,,,,,,,,
210944,,,103,29,7230,-27.959032120000003,152.49,,,,,,,,,,,
211000,-8.87117858521815,161.0,,,,,,1.040610432624817,0.38359375,1030,0.2,-2.7164788991212845,0.0003,0.07375393,0.9408363103866577,0.5983461141586304,7.224672576785087,-0.03199824233306572
212000,-28.037592231437156,163.6,,,,,,,,,,,,,,,,
212992,,,104,29,7298,-23.153836709999997,157.05,,,,,,,,,,,
213000,-17.47612544207368,161.2,,,,,,0.5738998651504517,0.436865234375,1040,0.2,-2.7089112378656863,0.0003,0.09290714,0.9282093048095703,0.7403558492660522,4.399874145165086,-0.036121633090078833
214000,-12.372571987736592,161.2,,,,,,,,,,,,,,,,
215000,-7.487703615988721,161.0,,,,,,,,,,,,,,,,
215040,,,105,29,7382,-20.04280077,161.55,,,,,,,,,,,
216000,-14.820420537872996,161.0,,,,,,0.6089801788330078,0.39365234375,1050,0.2,-2.673122074455023,0.0003,0.08780033,0.9174792766571045,0.7150379717350006,4.113194175809622,-0.026029093947727233
217000,-21.62207960798696,156.8,,,,,,,,,,,,,,,,
217088,,,106,29,7449,-17.442586319999997,163.81,,,,,,,,,,,
218000,-9.722672378420976,161.0,,,,,,0.2321043312549591,0.431640625,1060,0.2,-2.6484063930809496,0.0003,0.11437343,0.9009619951248169,0.8273394703865051,2.560078668687493,-0.03819096453953534
219000,-7.838982370940357,161.0,,,,,,,,,,,,,,,,
219136,,,107,29,7516,-17.68344861,165.03,,,,,,,,,,,
220000,-9.558235755877831,161.0,,,,,,0.4077707827091217,0.438134765625,1070,0.2,-2.6132749885320665,0.0003,0.122739434,0.8921740055084229,0.6431516408920288,3.527304963208735,-0.03277429069567006
221000,-13.695966796791618,158.4,,,,,,,,,,,,,,,,
221184,,,108,29,7585,-15.45074416,165.06,,,,,,,,,,,
222000,-7.646369000444247,161.0,,,,,,0.5697321891784668,0.450732421875,1080,0.2,-2.578319403529167,0.0003,0.1275849,0.8710885047912598,0.7655641138553619,3.7939950777217746,-0.03892663312726654
223000,-18.960556356622693,160.0,,,,,,,,,,,,,,,,
223232,,,109,29,7653,-14.032118760000001,163.58,,,,,,,,,,,
224000,-16.20055446614715,160.0,,,,,,0.14122451841831207,0.471875,1090,0.2,-2.5449795298278333,0.0003,0.17814997,0.8602989912033081,0.719752848148346,2.1728671175427734,-0.039941041002748534
225000,-8.883885174868919,158.2,,,,,,,,,,,,,,,,
225280,,,110,29,7721,-14.219531690000004,162.61,,,,,,,,,,,
226000,-19.312737729739457,159.4,,,,,,0.2339165061712265,0.507080078125,1100,0.2,-2.5073886670172216,0.0003,0.16612487,0.8406984210014343,0.7483403384685516,2.8120306722819803,-0.04691539939376525
227000,-13.194733021871798,158.6,,,,,,,,,,,,,,,,
227328,,,111,29,7789,-12.89789589,161.61,,,,,,,,,,,
228000,-9.753615030999935,180.6,,,,,,0.28880977630615234,0.49091796875,1110,0.2,-2.4701251164078712,0.0003,0.15870294,0.8279455900192261,0.6869853436946869,2.858250165451318,-0.03554268227308057
229000,-19.598850816953927,176.6,,,,,,,,,,,,,,,,
229376,,,112,29,7860,-12.752216790000002,161.58,,,,,,,,,,,
230000,-5.8069138415397905,171.4,,,,,,0.13932287693023682,0.493115234375,1120,0.2,-2.434357365220785,0.0003,0.17116718,0.809725284576416,0.7532274425029755,3.4068994484841824,-0.04372932826518081
231000,-0.5026191533317614,191.2,,,,,,,,,,,,,,,,
231424,,,113,29,7929,-11.924983390000001,162.81,,,,,,,,,,,
232000,-23.953836388853233,160.2,,,,,,0.26415109634399414,0.562939453125,1130,0.2,-2.4076087057590483,0.0003,0.2867187,0.8055631518363953,0.7586753219366074,3.3462667882442476,-0.03988823561521713
233000,-5.065812524943612,170.8,,,,,,,,,,,,,,,,
233472,,,114,29,7997,-11.690719090000002,162.33,,,,,,,,,,,
234000,-5.444797055363597,173.4,,,,,,0.6166585087776184,0.527001953125,1140,0.2,-2.3824471406638623,0.0003,0.23923069,0.7904391288757324,0.6829613149166107,3.0548391899093987,-0.032487748238781936
235000,0.07225011069749598,161.0,,,,,,,,,,,,,,,,
235520,,,115,29,8066,-10.700403060000001,161.85,,,,,,,,,,,
236000,-5.857977319799102,160.8,,,,,,0.2851615250110626,0.569287109375,1150,0.2,-2.350697883963585,0.0003,0.36196303,0.7781073451042175,0.6702572405338287,4.610402081534266,-0.04239941506530158
237000,-18.76349630813784,160.4,,,,,,,,,,,,,,,,
237568,,,116,29,8133,-10.07076908,162.98,,,,,,,,,,,
238000,-26.408953930926508,173.4,,,,,,0.6139395236968994,0.546240234375,1160,0.2,-2.3162529915571213,0.0003,0.31577045,0.7644278407096863,0.7001138031482697,3.8300443266518416,-0.04181596013077069
239000,7.838621940716985,161.0,,,,,,,,,,,,,,,,
239616,,,117,29,8201,-10.080140389999999,163.22,,,,,,,,,,,
240000,-11.131202735098487,161.0,,,,,,0.6067177057266235,0.58642578125,1170,0.2,-2.288906266540289,0.0003,0.34381622,0.7548271417617798,0.6198936402797699,4.816857453249395,-0.04252333846816327
241000,-14.309812561311265,161.2,,,,,,,,,,,,,,,,
241664,,,118,29,8268,-8.219795580000001,166.77,,,,,,,,,,,
242000,-3.6762524169229436,158.2,,,,,,1.7368392944335938,0.648486328125,1180,0.2,-2.258320167660713,0.0003,0.43790218,0.7416443824768066,0.49801093339920044,6.430567893385887,-0.024713686510222033
243000,4.8293147491524,163.8,,,,,,,,,,,,,,,,
243712,,,119,29,8337,-7.176647890000001,164.66,,,,,,,,,,,
244000,9.896667672352487,160.4,,,,,,1.4687594175338745,0.585693359375,1190,0.2,-2.232164961099625,0.0003,0.26698148,0.7391250133514404,0.7884023189544678,7.699210567772388,-0.007455712818773464
245000,11.112346412078477,161.0,,,,,,,,,,,,,,,,
245760,,,120,29,8404,-4.79498032,166.86,,,,,,,,,,,
246000,-0.6284976683986315,160.6,,,,,,1.3967320919036865,0.63623046875,1200,0.2,-2.218660079687834,0.0003,2.1007266,0.7324763536453247,0.5651360154151917,6.277728095278144,-0.028755515662487595
247000,7.1516222971920795,161.0,,,,,,,,,,,,,,,,
247808,,,121,29,8472,-1.6790484499999996,166.94,,,,,,,,,,,
248000,-1.6078143976403225,160.4,,,,,,1.4968324899673462,0.649560546875,1210,0.2,-2.200449326634407,0.0003,0.60807776,0.7220619320869446,0.596238762140274,7.81370025575161,-0.028513868423760868
249000,-5.081854125330574,160.0,,,,,,,,,,,,,,,,
249856,,,122,29,8540,0.05643393999999958,166.75,,,,,,,,,,,
250000,-17.796050297056354,168.2,,,,,,1.9589605331420898,0.641064453125,1220,0.2,-2.1771670684218405,0.0003,0.42097402,0.719856858253479,0.6878435015678406,6.629451309889555,-0.03716521056194324
251000,1.6083544048611658,160.8,,,,,,,,,,,,,,,,
251904,,,123,29,8607,2.5768091299999996,168.13,,,,,,,,,,,
252000,-16.44582973976576,156.2,,,,,,1.105701208114624,0.651025390625,1230,0.2,-2.171599944680929,0.0003,0.43122387,0.7128617763519287,0.6835897564888,6.007974451966584,-0.022886266547720878
253000,-8.191410350836668,159.8,,,,,,,,,,,,,,,,
253952,,,124,29,8674,4.063370989999999,169.84,,,,,,,,,,,
254000,-7.081822608762013,159.0,,,,,,1.8756303787231445,0.6419921875,1240,0.2,-2.1463359877467156,0.0003,0.6378794,0.7021607160568237,0.638075441122055,8.596959029883147,-0.026584154868032783
255000,-8.028857123313355,160.4,,,,,,,,,,,,,,,,
256000,3.860070603818167,161.0,,,,,,,,,,,,,,,,
256000,,,125,29,8758,6.294371429999999,167.63,,,,,,,,,,,
257000,-9.699827659391303,157.8,,,,,,1.0555239915847778,0.661279296875,1250,0.2,-2.115414238721132,0.0003,0.5503948,0.6904584169387817,0.6261273622512817,7.9386770110577345,-0.014605014660628513
258000,-12.726257783555775,174.4,,,,,,,,,,,,,,,,
258048,,,126,29,8826,7.6773973,166.3,,,,,,,,,,,
259000,0.2053495345156989,151.4,,,,,,2.9001898765563965,0.624169921875,1260,0.2,-2.084071804583073,0.0003,0.46287155,0.68692946434021,0.6670925617218018,12.474813172966241,-0.01809985838481225
260000,10.957605700026033,173.0,,,,,,,,,,,,,,,,
260096,,,127,29,8893,7.652853369999999,167.46,,,,,,,,,,,
261000,-9.72632821887746,162.8,,,,,,0.36708393692970276,0.646484375,1270,0.2,-2.0815462701022627,0.0003,0.4571169,0.682542085647583,0.6833164393901825,9.357473091967403,-0.018686619568325114
262000,-27.408001145749587,174.6,,,,,,,,,,,,,,,,
262144,,,128,29,8960,5.844447550000001,169.09,,,,,,,,,,,
263000,-1.516879524567048,162.4,,,,,,0.6282100677490234,0.6873046875,1280,0.2,-2.058569832146168,0.0003,0.6401207,0.6718370914459229,0.7215863764286041,9.132419847138227,-0.019376128184376284
264000,-37.87541964098928,180.8,,,,,,,,,,,,,,,,
264192,,,129,29,9029,5.287445900000002,171.97,,,,,,,,,,,
265000,1.7961997232014255,159.2,,,,,,1.8438875675201416,0.6919921875,1290,0.2,-2.0306697569787504,0.0003,0.8341805,0.666944146156311,0.6743351221084595,10.953716760873794,-0.01383478366478812
266000,-20.72429520937076,177.4,,,,,,,,,,,,,,,,
266240,,,130,29,9097,4.2015784,172.09,,,,,,,,,,,
267000,-7.983781699184329,162.4,,,,,,0.45589667558670044,0.674951171875,1300,0.2,-2.012689580023289,0.0003,0.602646,0.6553177833557129,0.7927645146846771,9.027189886756242,-0.014471468853298575
268000,-20.19836488972869,181.6,,,,,,,,,,,,,,,,
268288,,,131,29,9166,4.193441709999999,170.0,,,,,,,,,,,
269000,0.5997531431523384,154.0,,,,,,1.0837335586547852,0.690185546875,1310,0.2,-1.9770827118307353,0.0003,0.5949139,0.6452580690383911,0.6984969675540924,10.40426931194961,-0.021127081650774926
270000,-0.6967725768750824,159.0,,,,,,,,,,,,,,,,
270336,,,132,29,9234,3.90391279,168.55,,,,,,,,,,,
271000,-23.704283278700313,189.4,,,,,,2.31278133392334,0.659521484375,1320,0.2,-1.9375209167599678,0.0003,0.85793936,0.6349825263023376,0.7132644355297089,10.173731041699648,-0.015562360361218452
272000,-16.868888600884382,163.2,,,,,,,,,,,,,,,,
272384,,,133,29,9304,4.722738330000001,168.2,,,,,,,,,,,
273000,7.083842331628693,139.0,,,,,,2.7895944118499756,0.695458984375,1330,0.2,-1.9199366267770528,0.0003,0.89404476,0.6258599758148193,0.7198869585990906,8.624190013110638,-0.014396807755110786
274000,-14.924465288283681,162.2,,,,,,,,,,,,,,,,
274432,,,134,29,9373,3.5119068500000004,165.9,,,,,,,,,,,
275000,-2.7558614994195523,142.4,,,,,,1.552386999130249,0.67958984375,1340,0.2,-1.8819822493940592,0.0003,0.6430821,0.6135880947113037,0.7774892151355743,7.105823064409196,-0.0177661748661194
276000,10.733466907721596,139.0,,,,,,,,,,,,,,,,
276480,,,135,29,9440,3.7468515300000007,165.12,,,,,,,,,,,
277000,-6.904785809929308,134.0,,,,,,1.1218432188034058,0.700830078125,1350,0.2,-1.8411368355154991,0.0003,0.6526837,0.5954741835594177,0.8372295051813126,5.821291014272719,-0.007806933592655696
278000,-11.257542216264119,134.8,,,,,,,,,,,,,,,,
278528,,,136,29,9506,3.5578901599999995,161.76,,,,,,,,,,,
279000,-40.27279012980652,156.6,,,,,,0.2063165307044983,0.686962890625,1360,0.2,-1.770406036823988,0.0003,0.8493778,0.5734735727310181,0.8290822952985764,5.4621286454610525,-0.0322936404729262
280000,-3.563423547248385,140.6,,,,,,,,,,,,,,,,
280576,,,137,29,9573,3.28855434,159.47,,,,,,,,,,,
281000,-5.383531314638094,135.2,,,,,,0.3103519082069397,0.6984375,1370,0.2,-1.7191274847835303,0.0003,0.6414137,0.5660308599472046,0.8363467007875443,6.133316408377141,-0.01604846932023065
282000,7.194506888987962,135.4,,,,,,,,,,,,,,,,
282624,,,138,29,9640,4.40771176,157.38,,,,,,,,,,,
283000,-8.410385301264615,152.6,,,,,,0.7153090834617615,0.706494140625,1380,0.2,-1.6872289150953292,0.0003,0.539787,0.5581763982772827,0.818454310297966,7.009657345712185,-0.007661010209994856
284000,-28.04903893816954,154.6,,,,,,,,,,,,,,,,
284672,,,139,29,9709,3.80670803,154.43,,,,,,,,,,,
285000,-0.7202592550209375,136.0,,,,,,0.8631308674812317,0.70009765625,1390,0.2,-1.658912130072713,0.0003,0.6237669,0.5468370914459229,0.8009367734193802,6.191010742075742,-0.02178080875892192
286000,14.528599255662993,134.2,,,,,,,,,,,,,,,,
286720,,,140,29,9776,3.6591047299999993,154.23,,,,,,,,,,,
287000,-2.952623488752579,187.4,,,,,,0.8827325701713562,0.69501953125,1400,0.2,-1.6170595660805702,0.0003,0.638495,0.5361665487289429,0.8074769377708435,8.98651243969798,-0.029168445989489554
288000,-18.323671297411785,148.0,,,,,,,,,,,,,,,,
288768,,,141,29,9844,1.9599423500000006,155.23,,,,,,,,,,,
289000,-18.87787349586215,154.8,,,,,,0.7556464076042175,0.699462890625,1410,0.2,-1.5688376232981682,0.0003,0.7734157,0.5225214958190918,0.7695300728082657,9.186819527484477,-0.025306130372337067
290000,-15.743938409927068,149.6,,,,,,,,,,,,,,,,
290816,,,142,29,9912,1.4446809599999997,156.64,,,,,,,,,,,
291000,-2.0749960243447276,164.0,,,,,,0.613694429397583,0.728759765625,1420,0.2,-1.5167940210551023,0.0003,0.91871625,0.512090265750885,0.7729908525943756,9.825307969935238,0.0055044685344910246
292000,-4.063863226712419,173.2,,,,,,,,,,,,,,,,
292864,,,143,29,9982,1.7150051899999996,155.5,,,,,,,,,,,
293000,-8.239060823297768,151.0,,,,,,0.33795368671417236,0.705029296875,1430,0.2,-1.4828530076891184,0.0003,0.5986924,0.5020236372947693,0.7259300053119659,8.074190502427518,-0.013343744954909198
294000,-15.139301156134024,158.8,,,,,,,,,,,,,,,,
294912,,,144,29,10050,1.9319663099999993,156.3,,,,,,,,,,,
295000,-10.008520119061723,167.6,,,,,,0.2614935040473938,0.708056640625,1440,0.2,-1.4399736791849136,0.0003,0.7734706,0.4904247224330902,0.7554243355989456,7.6066142847761515,-0.015304036065936088
296000,-22.04185143817158,163.2,,,,,,,,,,,,,,,,
296960,,,145,29,10117,0.9886535799999998,159.17,,,,,,,,,,,
297000,-25.69331966088139,163.6,,,,,,0.699359655380249,0.733984375,1450,0.2,-1.4059923373162746,0.0003,0.81351763,0.48738086223602295,0.7760808169841766,9.336309999972581,-0.015113365245633758
298000,-24.526338533141825,160.2,,,,,,,,,,,,,,,,
299000,-9.718096246133792,154.6,,,,,,,,,,,,,,,,
299008,,,146,29,10200,-3.654947570000001,161.15,,,,,,,,,,,
300000,10.283910046147502,157.6,,,,,,0.33920809626579285,0.7251953125,1460,0.2,-1.3898241866379977,0.0003,0.780546,0.48174697160720825,0.7940615266561508,10.656270535476505,-0.02132590943365358
301000,3.8150307821582827,168.4,,,,,,,,,,,,,,,,
301056,,,147,29,10268,-5.893580710000001,162.67,,,,,,,,,,,
302000,8.111240953024389,154.6,,,,,,0.542297899723053,0.7203125,1470,0.2,-1.3667907111346722,0.0003,0.7738606,0.47684621810913086,0.8130054622888565,10.665450468659401,0.0015208470867946744
303000,-14.275925104426278,170.0,,,,,,,,,,,,,,,,
303104,,,148,29,10335,-6.629070230000001,164.78,,,,,,,,,,,
304000,-9.869537352620682,140.4,,,,,,0.822515070438385,0.746484375,1480,0.2,-1.3415210414677858,0.0003,0.86273164,0.4669483006000519,0.7933283746242523,9.549529849551618,-0.003942587980418466
305000,-17.426913840242197,173.0,,,,,,,,,,,,,,,,
305152,,,149,29,10401,-4.447671969999999,166.51,,,,,,,,,,,
306000,-4.077904089292133,170.4,,,,,,1.6923656463623047,0.742431640625,1490,0.2,-1.3026556026190519,0.0003,1.3610816,0.459908664226532,0.7503819316625595,14.364740165695547,0.015427572945918655
307000,-5.554999819029035,149.6,,,,,,,,,,,,,,,,
307200,,,150,29,10470,-3.38646028,168.29,,,,,,,,,,,
308000,-46.98859251309186,186.0,,,,,,1.297145128250122,0.737841796875,1500,0.2,-1.2762250512838365,0.0003,1.1318917,0.4531790018081665,0.7298285961151123,10.937828961014748,-0.009440091019496322
309000,3.596702519262908,160.8,,,,,,,,,,,,,,,,
309248,,,151,29,10538,-2.50781826,170.34,,,,,,,,,,,
310000,-17.756069202038635,156.0,,,,,,0.48243266344070435,0.739404296875,1510,0.2,-1.24455336779356,0.0003,1.0066499,0.44352519512176514,0.8048862665891647,8.66558919455856,-0.009875703742727638
311000,-2.793153960596828,155.4,,,,,,,,,,,,,,,,
311296,,,152,29,10605,-1.7341294500000002,173.05,,,,,,,,,,,
312000,22.065694354489825,143.4,,,,,,1.0266170501708984,0.732470703125,1520,0.2,-1.1986854571849108,0.0003,0.8782753,0.43536460399627686,0.7948503792285919,11.060370096936822,-0.006348800702835433
313000,3.9773289253760593,151.0,,,,,,,,,,,,,,,,
313344,,,153,29,10671,-0.7289207599999995,170.35,,,,,,,,,,,
314000,-5.948317273321299,160.8,,,,,,0.6169507503509521,0.756005859375,1530,0.2,-1.1620886251330376,0.0003,1.0792924,0.42809540033340454,0.8004687428474426,9.4017772462219,0.0014148050075164064
315000,-6.544341609891125,158.4,,,,,,,,,,,,,,,,
315392,,,154,29,10738,4.103820260000001,171.68,,,,,,,,,,,
316000,-16.30252118124408,172.2,,,,,,0.7513508200645447,0.762353515625,1540,0.2,-1.127850729972124,0.0003,1.1973405,0.42056840658187866,0.7777629196643829,11.278264028578997,0.010412452620221302
317000,-28.542838414079597,158.4,,,,,,,,,,,,,,,,
317440,,,155,29,10805,3.6451888499999994,172.18,,,,,,,,,,,
318000,-17.317361758778134,161.0,,,,,,1.8374121189117432,0.759716796875,1550,0.2,-1.099481438845396,0.0003,1.0505239,0.41571033000946045,0.8181562721729279,12.167163562402129,0.010833953693509101
319000,-8.606374435716134,163.0,,,,,,,,,,,,,,,,
319488,,,156,29,10874,5.014779640000001,171.49,,,,,,,,,,,
320000,-11.929690988819493,167.2,,,,,,1.0336674451828003,0.75546875,1560,0.2,-1.0716533806174993,0.0003,1.2063932,0.4089292883872986,0.8074822127819061,11.318363214842975,0.028305215082946235
321000,3.223820065650216,148.2,,,,,,,,,,,,,,,,
321536,,,157,29,10942,4.543998370000001,170.13,,,,,,,,,,,
322000,-28.60089250155288,171.8,,,,,,1.6699568033218384,0.749609375,1570,0.2,-1.0409950941801072,0.0003,0.9239423,0.40277099609375,0.7257566452026367,11.930666173808277,0.0042155135801294815
323000,2.7056706639690673,123.0,,,,,,,,,,,,,,,,
323584,,,158,29,11009,2.1206006100000003,169.25,,,,,,,,,,,
324000,-46.62231679788092,173.0,,,,,,0.6341102123260498,0.766650390625,1580,0.2,-1.00677824113518,0.0003,1.4051962,0.3957673907279968,0.790294349193573,9.968415909633041,0.023885838402202354
325000,-41.775419359441,167.6,,,,,,,,,,,,,,,,
325632,,,159,29,11078,0.1523901100000006,167.31,,,,,,,,,,,
326000,-33.65969183639318,167.6,,,,,,0.6733460426330566,0.764306640625,1590,0.2,-0.9819141549989581,0.0003,1.428965,0.392986536026001,0.7606394737958908,12.330958083644509,0.008690458527416922
327000,0.7196641412374447,162.0,,,,,,,,,,,,,,,,
327680,,,160,29,11148,-1.1462379799999995,165.14,,,,,,,,,,,
328000,-15.819323248675937,161.2,,,,,,0.9714512228965759,0.754296875,1600,0.2,-0.9495836962014437,0.0003,1.1578672,0.3806561827659607,0.800621971487999,8.190565387904645,-0.0014852177700959146
329000,-1.1998002785265272,154.2,,,,,,,,,,,,,,,,
329728,,,161,29,11217,-4.769031469999999,163.76,,,,,,,,,,,
330000,13.459095629141483,207.0,,,,,,0.6232842803001404,0.760595703125,1610,0.2,-0.8994923960417509,0.0003,1.1883136,0.374041348695755,0.7988146990537643,8.788234725408255,0.0069204123865347356
331000,-6.319713123264956,173.8,,,,,,,,,,,,,,,,
331776,,,162,29,11289,-4.731154650000001,161.72,,,,,,,,,,,
332000,-10.593544913630467,187.4,,,,,,0.8986728191375732,0.8333984375,1620,0.2,-0.8645449377596378,0.0003,2.404772,0.36850839853286743,0.6134616136550903,10.95266045536846,0.05600406196317635
333000,-9.94618305393451,142.4,,,,,,,,,,,,,,,,
333824,,,163,29,11358,-3.5576442900000003,158.25,,,,,,,,,,,
334000,-16.480415266609633,133.2,,,,,,2.202824592590332,0.797021484375,1630,0.2,-0.8391896992921829,0.0003,1.4726024,0.3655760884284973,0.721351146697998,10.979226440563798,0.026011977135203777
