train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/fps,train/critic_loss,train/n_updates,train/ent_coef_loss,time/episodes,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_ep_length,eval/mean_reward
0.29631307721138,124.13,397087,9,1.6052013635635376,396984,-0.032873403280973434,3580,-86.50543212890625,214.35990142,19827,0.0003,,
0.2967483103275299,124.35,397432,9,1.5700234174728394,397329,0.13210272789001465,3584,-87.8487777709961,214.54507249999997,19843,0.0003,,
0.2961830198764801,,398000,,1.507792353630066,397897,-0.1309274584054947,,-89.76029968261719,,,0.0003,801.2,1521.6445646915242
0.2956593632698059,125.79,398052,9,1.5003143548965454,397949,0.13990908861160278,3588,-89.45635986328125,216.97270603,19914,0.0003,,
0.294969379901886,127.88,398619,9,1.6260347366333008,398516,0.03413820266723633,3592,-85.85405731201172,220.80273695,19936,0.0003,,
0.2962106466293335,,399000,,1.396439552307129,398897,0.13219556212425232,,-88.72771453857422,,,0.0003,827.0,1627.5921693255689
0.2988041937351227,129.56,399169,9,1.739035964012146,399066,-0.011400178074836731,3596,-85.71453857421875,224.43260142,20007,0.0003,,
0.29758623242378235,131.39,399850,9,1.5213377475738525,399747,-0.2048405259847641,3600,-86.9376220703125,228.58073613,20032,0.0003,,
0.2985761761665344,,400000,,1.6890116930007935,399897,0.011775307357311249,,-88.39971160888672,,,0.0003,2367.6,4744.80622744376
0.29917699098587036,129.28,400289,9,1.5505330562591553,400186,-0.03139008581638336,3604,-88.9638442993164,223.82695053000003,20177,0.0003,,
0.2979901432991028,131.29,400899,9,1.655646800994873,400796,-0.2707580327987671,3608,-83.09529113769531,227.19426500999998,20200,0.0003,,
0.296685129404068,,401000,,1.8580330610275269,400897,-0.19691866636276245,,-84.82491302490234,,,0.0003,1503.4,3081.8797967483324
0.2992917597293854,131.35,401429,9,1.562788724899292,401326,0.09983445703983307,3612,-87.32669067382812,227.68424198000005,20304,0.0003,,
0.29797279834747314,130.05,401804,9,1.479673147201538,401701,-0.0697677806019783,3616,-88.2031021118164,225.84280016999998,20321,0.0003,,
0.2972573935985565,,402000,,1.7439032793045044,401897,0.14132697880268097,,-85.24339294433594,,,0.0003,2032.4,3933.2470265879215
