train/n_updates,time/fps,train/actor_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/critic_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/mean_ep_length,eval/mean_reward
48934,15,-46.74016571,123.4914211,83.61,49035,688,0.6646736860275269,3165,0.0003,0.052547425,0.097404912,,
49263,15,-53.48485565,123.57609633000001,82.84,49364,692,0.7295065522193909,3180,0.0003,-0.433251321,0.097788967,,
49536,15,-50.45189285,123.63548555999999,82.67,49637,696,0.745643675,3193,0.0003,0.050376713275909424,0.098675542,,
49859,15,-54.44483185,124.09185773000002,82.47,49960,700,0.7616958618164062,3207,0.0003,-0.372622192,0.098964952,,
49899,,-52.2321701,,,50000,,0.7493485808372498,,0.0003,0.2223793864250183,0.099135034,310.6,430.97512258942663
50165,15,-53.71252441,123.138822,81,50266,704,0.7547614574432373,3244,0.0003,0.3458694517612457,0.10030769556760788,,
50413,15,-51.67106628,121.0808663,79.14,50514,708,0.7591895461082458,3256,0.0003,-0.451424539,0.09936513,,
50800,15,-50.58005524,120.67176364999999,77.96,50901,712,0.7390864491462708,3273,0.0003,-0.175877944,0.099449456,,
50899,,-53.19504547,,,51000,,0.7736862301826477,,0.0003,0.03527388,0.099591263,290.8,376.7001295569353
51074,15,-51.47484207,119.0630017,77.33,51175,716,0.7756272554397583,3308,0.0003,-0.378171742,0.1003027930855751,,
51343,15,-52.89125824,118.1451289,75.91,51444,720,0.7365130186080933,3321,0.0003,-0.192287683,0.10071764886379242,,
51657,15,-51.65428162,118.03570145000002,75.68,51758,724,0.7258545160293579,3335,0.0003,0.058941696,0.10095852613449097,,
51899,,-52.05236435,,,52000,,0.7568249106407166,,0.0003,0.088870451,0.10252225399017334,305.4,348.7229507784876
52017,15,-51.58609772,118.1756828,76.49,52118,728,0.8664215803146362,3373,0.0003,-0.098253518,0.10252555459737778,,
52401,15,-51.88232422,118.9585429,77.51,52502,732,0.7660167217254639,3390,0.0003,-0.150390252,0.10222979635000229,,
52679,15,-53.17999268,118.74143294000001,77.32,52780,736,0.81033802,3403,0.0003,0.076743633,0.10218383371829987,,
52899,,-51.92977905,,,53000,,0.775719166,,0.0003,0.3241473436355591,0.10290061682462692,313.6,405.09190552536745
53117,15,-51.57460785,119.7039123,78.12,53218,740,0.8421979546546936,3444,0.0003,0.22786004841327667,0.10313810408115387,,
53399,15,-55.04610062,120.19284447999999,78.77,53500,744,0.837146521,3457,0.0003,0.1495921015739441,0.10475115478038788,,
53706,15,-54.2572937,119.65789914999999,78.44,53807,748,0.7961772084236145,3471,0.0003,0.014907837,0.10558365285396576,,
53899,,-53.7922821,,,54000,,0.8078963756561279,,0.0003,0.1609829068183899,0.10585761815309525,280.8,317.66813984563197
54079,15,-54.98591614,119.93836333000002,79.19,54180,752,0.7567572593688965,3508,0.0003,0.38628801703453064,0.10653708875179291,,
54431,15,-54.27787399,119.543208,79.63,54532,756,0.770150363,3524,0.0003,-0.384396642,0.10613616555929184,,
54738,15,-55.29536438,119.6056006,79.74,54839,760,0.836128294,3538,0.0003,0.011394813656806946,0.10593041032552719,,
54899,,-52.27079773,,,55000,,0.7957978844642639,,0.0003,0.3632075786590576,0.10601247102022171,321.8,324.37069982867763
55213,15,-54.94266891,121.5801129,81.62,55314,764,0.7536770105361938,3580,0.0003,0.004680417,0.10729200392961502,,
55608,15,-55.59911346,121.7140201,82.72,55709,768,0.7701599597930908,3597,0.0003,-0.420989931,0.10714676231145859,,
55899,,-53.84856796,,,56000,,0.7876543402671814,,0.0003,0.1981828361749649,0.10798915475606918,289.4,313.0014311845756
56003,15,-53.01900101,122.5700871,83.98,56104,772,0.7788000106811523,3635,0.0003,0.36923035979270935,0.10818075388669968,,
56334,15,-56.6756134,120.098337,83.48,56435,776,0.8410546779632568,3650,0.0003,0.1613888442516327,0.10951659083366394,,
56655,15,-56.38117599,121.5351487,84.43,56756,780,0.8743209838867188,3665,0.0003,-0.140055358,0.10995277762413025,,
56899,,-56.01141357,,,57000,,0.9109405875205994,,0.0003,0.19056491553783417,0.10858891159296036,307.4,324.0157732271749
57109,15,-51.84711075,120.73608652999998,85.24,57210,784,0.7847723364830017,3706,0.0003,-0.001726426,0.10919540375471115,,
57562,15,-53.91239166,121.0502916,86.28,57663,788,0.8472554683685303,3724,0.0003,0.3006851077079773,0.11043421179056168,,
57893,15,-56.99529266,120.36423847999998,86.3,57994,792,0.8335530161857605,3739,0.0003,-0.361093432,0.11117631942033768,,
57899,,-54.84747696,,,58000,,0.8459351062774658,,0.0003,-0.105011821,0.11113693565130234,302,336.6977396654664
58367,15,-56.77029037,122.02965783000003,88.31,58468,796,0.8276596665382385,3781,0.0003,-0.060791895,0.11097119748592377,,
58833,15,-56.21567154,121.91168403000002,89.74,58934,800,0.7947575449943542,3800,0.0003,-0.168217734,0.11094621568918228,,
58899,,-57.54159546,,,59000,,0.8136120438575745,,0.0003,0.37887102365493774,0.11093579232692719,299,338.9941958551062
59254,15,-55.28279877,122.0092515,90.89,59355,804,0.7639435529708862,3839,0.0003,0.21999871730804443,0.11258154362440109,,
59688,15,-57.05912399,122.67968003000001,92.75,59789,808,0.831246018,3857,0.0003,0.3966662287712097,0.11277198046445847,,
59899,,-55.67111206,,,60000,,0.82761389,,0.0003,0.050678194,0.11403897404670715,303.4,321.10389548087113
60135,15,-57.2463913,122.57310129000001,93.35,60236,812,0.7701364159584045,3898,0.0003,-0.436799109,0.11421694606542587,,
60450,15,-57.13935852,123.1848927,93.76,60551,816,1.020699381828308,3912,0.0003,0.001616985,0.1140543594956398,,
60814,15,-55.71715927,123.37007745000003,94.71,60915,820,0.8977465033531189,3928,0.0003,0.085784614,0.11451782286167145,,
60899,,-57.12515259,,,61000,,0.785722554,,0.0003,-0.190023243,0.11451903730630875,293.4,316.4702653078915
61142,15,-54.95950699,122.0360983,94.85,61243,824,0.8197941184043884,3965,0.0003,-0.320737273,0.11413469165563583,,
61526,15,-57.7277298,122.5214648,95.09,61627,828,0.8394284248352051,3981,0.0003,0.2414381504058838,0.11378495395183563,,
61861,15,-56.54981995,121.4263298,94.6,61962,832,0.8161777853965759,3996,0.0003,0.3255474865436554,0.11400512605905533,,
61899,,-55.07501221,,,62000,,0.8136705756187439,,0.0003,0.12201060354709625,0.11387597769498825,312.2,341.8126024394267
62357,15,-57.47056961,123.69908474999997,96.78,62458,836,0.8078477382659912,4038,0.0003,0.3419117331504822,0.11527001857757568,,
62781,15,-59.58190155,121.41243817999997,96.64,62882,840,0.8598853349685669,4056,0.0003,0.27217721939086914,0.1162930354475975,,
62899,,-56.36414337,,,63000,,0.8390076756477356,,0.0003,0.3193299174308777,0.1160711869597435,295.8,318.58251540075435
63182,15,-59.3934288,122.6242698,97.83,63283,844,0.8002004027366638,4095,0.0003,-0.459096521,0.11650186777114868,,
63537,15,-58.41304016,122.1057955,98.31,63638,848,0.8110612630844116,4110,0.0003,-0.64869523,0.1164487972855568,,
63899,,-57.18228149,,,64000,,0.8362740874290466,,0.0003,-0.314033955,0.11606203019618988,299,372.2847038
64001,15,-59.26342773,122.5431293,99.22,64102,852,0.8086633086204529,4151,0.0003,-0.589663565,0.11595325171947479,,
64411,15,-57.93462372,123.0490137,99.8,64512,856,0.8185938596725464,4168,0.0003,0.031749557703733444,0.11695036292076111,,
64838,15,-59.91126633,124.11361292999996,101,64939,860,0.8407188653945923,4186,0.0003,-0.452863842,0.11776357889175415,,
64899,,-57.5329895,,,65000,,0.8490699529647827,,0.0003,-0.245374948,0.11778727918863297,275.2,295.6195122513724
65384,15,-57.8576622,124.20001933000002,101.71,65485,864,0.8658803701400757,4228,0.0003,0.1146683543920517,0.1179659366607666,,
65868,15,-58.84314728,125.4457962,102.6,65969,868,0.8792470097541809,4248,0.0003,0.3973802924156189,0.1183207556605339,,
65899,,-59.1493721,,,66000,,0.8790006637573242,,0.0003,0.2521474361419678,0.11827994138002396,285.8,313.95741766395076
66345,15,-61.64345932,125.3477746,103.42,66446,872,0.8431839346885681,4288,0.0003,0.25873759388923645,0.11834575980901718,,
66758,15,-59.78449249,126.70187314000003,104.24,66859,876,0.8430290818214417,4305,0.0003,0.369810015,0.11671613156795502,,
66899,,-59.71725845,,,67000,,0.8303977251052856,,0.0003,-0.005124666,0.1180691197514534,244.2,229.8180645
67211,15,-61.16939545,126.6579303,105.56,67312,880,0.8058706521987915,4343,0.0003,0.6182982921600342,0.11919797211885452,,
67678,15,-61.7298317,127.9361829,105.69,67779,884,0.7992616295814514,4362,0.0003,-0.141686171,0.11870484054088593,,
67899,,-59.70059204,,,68000,,0.8144022226333618,,0.0003,-0.195601642,0.11895928531885147,272.8,335.02152887363263
68222,15,-60.53757477,127.54784403000002,106.6,68323,888,0.8905803561210632,4404,0.0003,-0.083291106,0.12011752277612686,,
68664,15,-59.08925629,127.4821689,107.71,68765,892,0.8506348729133606,4422,0.0003,0.2261548787355423,0.11974303424358368,,
68899,,-59.65979004,,,69000,,0.8251263499259949,,0.0003,0.3697226345539093,0.12051462382078171,313.2,356.97791606803804
69021,15,-59.21906281,126.27210466000002,106.54,69122,896,0.8830240964889526,4461,0.0003,-0.15738979,0.12053131312131882,,
69503,15,-61.28956223,126.5852972,106.7,69604,900,0.8222618699073792,4480,0.0003,-0.068943635,0.1212526336312294,,
69882,15,-60.21554565,126.63758696999999,106.28,69983,904,0.8385457396507263,4496,0.0003,0.47377607226371765,0.12053588777780533,,
69899,,-60.47567749,,,70000,,0.8501681685447693,,0.0003,-0.596825957,0.12069094181060791,279.2,339.5671124143308
70339,15,-63.43451309,127.6751408,106.51,70440,908,0.8339927196502686,4536,0.0003,-0.379132032,0.12042486667633057,,
70758,15,-60.58902359,126.1430891,106.23,70859,912,0.8551889061927795,4553,0.0003,0.001513936,0.12091248482465744,,
70899,,-58.19714737,,,71000,,0.8509237766265869,,0.0003,0.073015645,0.12027322500944138,321.8,307.4186123689127
71180,15,-57.55573273,126.52067767999999,107.3,71281,916,0.8635053634643555,4594,0.0003,-0.474524349,0.1198015809059143,,
71529,15,-62.98030853,125.8806085,107.15,71630,920,0.8625061511993408,4609,0.0003,-0.086146906,0.1192600429058075,,
71899,,-61.1699295,,,72000,,0.8064374923706055,,0.0003,-0.229415506,0.12039894610643387,319.4,373.45797258803793
71936,15,-58.68515778,127.0480595,107.94,72037,924,0.7812157273292542,4649,0.0003,-0.276901513,0.12043773382902145,,
72398,15,-61.44884872,127.25543669000001,108.72,72499,928,0.8544901609420776,4668,0.0003,-0.199045464,0.12059522420167923,,
72886,15,-61.23579025,127.55071336000003,110.25,72987,932,0.8303756713867188,4687,0.0003,0.048122436,0.12062785029411316,,
72899,,-60.95149231,,,73000,,0.8226595520973206,,0.0003,0.1469196379184723,0.1204540953040123,298.4,340.4611445248185
73440,15,-61.11497498,126.0067762,110.83,73541,936,0.8254779577255249,4731,0.0003,0.053078279,0.1194566860795021,,
73849,15,-58.72583008,126.7835198,110.68,73950,940,0.8086111545562744,4748,0.0003,-0.052225791,0.11988852918148041,,
73899,,-59.96286774,,,74000,,0.8271429538726807,,0.0003,0.39806434512138367,0.12071586400270462,299.2,329.0002728135456
74369,15,-63.84128189,128.7826782,111.87,74470,944,0.824368954,4791,0.0003,-0.183983445,0.12119321525096893,,
74695,15,-61.489151,129.0771102,111.58,74796,948,0.8857359290122986,4806,0.0003,0.2925798296928406,0.12086578458547592,,
74899,,-60.64863586,,,75000,,0.8375391960144043,,0.0003,0.8197265267372131,0.12122173607349396,321.2,333.7451022242036
75149,15,-59.19879913,128.66730013999998,111.48,75250,952,0.8036922216415405,4848,0.0003,0.3120196461677551,0.12150990217924118,,
75574,15,-60.28799438,128.17476277999998,111.63,75675,956,0.892446756,4865,0.0003,-0.057425089,0.12108433246612549,,
75899,,-63.39172745,,,76000,,0.7873503565788269,,0.0003,-0.314885557,0.12192642688751221,317.8,332.36742087791936
76143,15,-62.15220642,129.595306,113.05,76244,960,0.8044314980506897,4910,0.0003,0.27347251772880554,0.12259683012962341,,
76541,15,-62.81867599,128.56916224999998,111.57,76642,964,0.8898988962173462,4927,0.0003,-0.099528909,0.1231905147433281,,
76899,,-58.33123016,,,77000,,0.7870978116989136,,0.0003,-0.218828112,0.12317588180303574,254.8,277.46824718313655
77020,15,-56.95690536,128.72721463999997,111.52,77121,968,0.8361681699752808,4966,0.0003,-0.404196501,0.12314018607139587,,
77414,15,-60.22681808,128.55019553000002,110.69,77515,972,0.8057328462600708,4983,0.0003,-0.493467063,0.12337439507246017,,
77848,15,-60.93592834,128.95339371000003,110.9,77949,976,0.8501874804496765,5001,0.0003,-0.277495235,0.12377873808145523,,
77899,,-63.89431381,,,78000,,0.8292359709739685,,0.0003,-0.223132178,0.12365884333848953,305.6,340.0081690617182
78307,15,-62.40665817,128.6850911,110.96,78408,980,0.8584640622138977,5042,0.0003,-0.212633193,0.12256170064210892,,
78624,15,-63.81707001,127.12751721999999,109.46,78725,984,0.7994548082351685,5056,0.0003,0.24464409053325653,0.1227097436785698,,
78899,,-62.34143066,,,79000,,0.8314406871795654,,0.0003,0.6157457232475281,0.12304559350013733,302,353.49235666290696
79020,15,-62.40781021,126.46260771000001,107.98,79121,988,0.8332799673080444,5095,0.0003,-0.525177181,0.1226145476102829,,
79421,15,-64.84797668,126.8262273,107.57,79522,992,0.8506513833999634,5112,0.0003,-0.20885621,0.12419594079256058,,
79898,15,-60.83225632,127.4120559,108.77,79999,996,0.8271716237068176,5131,0.0003,0.16505877673625946,0.12417544424533844,,
79899,,-59.88792419,,,80000,,0.864362359,,0.0003,-0.373381317,0.12418998777866364,288.8,317.46999951457036
80159,15,-58.19881439,124.99530843000002,106.56,80260,1000,0.8009822964668274,5166,0.0003,-0.074022382,0.12471497058868408,,
80560,15,-65.26300049,124.7360814,106.78,80661,1004,0.8445175290107727,5183,0.0003,0.336957186,0.12482640892267227,,
80899,,-63.57472992,,,81000,,0.8431380987167358,,0.0003,-0.70115298,0.12431547045707703,321.4,374.8407458481946
81033,15,-63.91365433,125.0983679,106.94,81134,1008,0.8196331858634949,5225,0.0003,0.5437723994255066,0.12553738057613373,,
81513,15,-62.61174393,126.21110260000002,107.55,81614,1012,0.8357906341552734,5244,0.0003,0.49336570501327515,0.12405560165643692,,
81899,,-61.94113159,,,82000,,0.8206495642662048,,0.0003,-0.474519551,0.12478560954332352,339.4,381.6589208497368
82020,15,-64.60113525,126.83082643000002,108.4,82121,1016,0.8319239020347595,5288,0.0003,0.042204976081848145,0.12399539351463318,,
82455,15,-61.02454376,127.42872921000001,109.26,82556,1020,0.8753653764724731,5306,0.0003,-0.352385879,0.12633128464221954,,
82833,15,-58.91475296,127.16374690999999,108.97,82934,1024,0.8614107966423035,5322,0.0003,-0.506748915,0.12657320499420166,,
82899,,-61.72407532,,,83000,,0.9385918378829956,,0.0003,-0.677991509,0.12676160037517548,290.2,323.5149892837013
83368,15,-62.75359344,127.64060189999998,109.7,83469,1028,0.8323478102684021,5365,0.0003,0.23155240714550018,0.12829230725765228,,
83800,15,-63.55633926,128.70479092999997,109.14,83901,1032,0.8352581858634949,5383,0.0003,0.6976447701454163,0.12689922749996185,,
83899,,-62.18169022,,,84000,,0.8746705055236816,,0.0003,-0.189552829,0.12708154320716858,319.2,372.2874534583774
84332,15,-59.7718277,129.91220026999997,108.92,84433,1036,0.8829940557479858,5427,0.0003,-0.032210514,0.12644794583320618,,
84770,15,-63.06801605,130.9700147,109.21,84871,1040,0.8212329149246216,5445,0.0003,0.17184430360794067,0.12603943049907684,,
84899,,-62.56863022,,,85000,,0.8284434676170349,,0.0003,0.13291996717453003,0.12648621201515198,289.4,321.6524364
85225,15,-63.67888641,129.0913807,108.56,85326,1044,0.8449819684028625,5486,0.0003,-0.081343621,0.12703394889831543,,
85694,15,-64.74968719,130.4613864,109.99,85795,1048,0.8555073142051697,5505,0.0003,0.24911499,0.1286332905292511,,
85899,,-61.95507813,,,86000,,0.8469493389129639,,0.0003,0.12554919719696045,0.12917837500572205,292.6,356.3910599157774
86132,15,-62.64896393,130.71444319999998,109.83,86233,1052,0.8109562993049622,5545,0.0003,-0.333286077,0.12876760959625244,,
86600,15,-64.07998657,131.53042164000001,110.26,86701,1056,0.8372933864593506,5563,0.0003,-0.287164629,0.12609928846359253,,
86899,,-61.79901123,,,87000,,0.8662551045417786,,0.0003,0.086668551,0.12556849420070648,304.2,370.0206929695065
86947,15,-63.26561737,129.33212199000002,108.04,87048,1060,0.8287476301193237,5601,0.0003,-0.181370646,0.12566903233528137,,
87360,15,-62.23889923,129.07971436000003,108.19,87461,1064,0.9680866003036499,5619,0.0003,-0.305040568,0.12565281987190247,,
87803,15,-63.50016403,128.65902915000004,107.83,87904,1068,0.919313908,5637,0.0003,0.7210811376571655,0.12607966363430023,,
87899,,-65.87885284,,,88000,,0.8183810710906982,,0.0003,0.28694233298301697,0.12625278532505035,285.4,343.3433156201136
88294,15,-63.70363998,129.49084247000002,108.8,88395,1072,0.8606449961662292,5678,0.0003,-0.402985483,0.12720318138599396,,
88747,15,-64.55329895,129.2431132,108.99,88848,1076,0.9338927865028381,5696,0.0003,-0.2860367,0.126573384,,
88899,,-61.84584808,,,89000,,0.8178162574768066,,0.0003,0.4213026165962219,0.1263343095779419,267,307.75476173472487
89202,15,-60.4515152,130.6308239,108.95,89303,1080,0.8621759414672852,5735,0.0003,-0.167699009,0.12678995728492737,,
89640,15,-62.39798737,131.1418351,110.16,89741,1084,0.8654949069023132,5753,0.0003,-0.133823067,0.12550441920757294,,
89899,,-61.93981934,,,90000,,0.8419264554977417,,0.0003,-0.053739518,0.12518943846225739,288.2,307.2956632542511
89977,15,-62.36198044,130.85052305000002,109.57,90078,1088,0.9159356355667114,5790,0.0003,-0.120409906,0.12502342462539673,,
90408,15,-63.36036301,131.48302113000003,109.87,90509,1092,0.8610357642173767,5808,0.0003,-0.179288685,0.12634889781475067,,
90723,15,-59.96647644,130.89465672999998,108.25,90824,1096,0.8975476622581482,5822,0.0003,-0.017541856,0.12522321939468384,,
90899,,-63.64225006,,,91000,,0.8365985155105591,,0.0003,-0.442292213,0.12473777681589127,243.8,283.1223706253804
91266,15,-62.93021011,133.89534966999997,111.07,91367,1100,0.8625710606575012,5863,0.0003,0.4322061538696289,0.12484527379274368,,
91780,15,-61.62242126,135.32069660000002,112.2,91881,1104,0.8666319847106934,5883,0.0003,0.090521447,0.12574003636837006,,
91899,,-64.87763977,,,92000,,0.9896634221076965,,0.0003,-0.076855838,0.12596841156482697,288,307.5303620481187
92270,15,-64.12770081,134.7621733,112.37,92371,1108,0.8697150945663452,5924,0.0003,-0.212394521,0.12622396647930145,,
92702,15,-63.78797531,134.1730838,111.89,92803,1112,0.8328157067298889,5942,0.0003,-0.308633745,0.1261846423149109,,
92899,,-61.96082306,,,93000,,0.9602224230766296,,0.0003,-0.392372757,0.12541437149047852,298.2,355.08160961917093
92976,15,-63.025383,132.67074153000004,109.56,93077,1116,0.8217347860336304,5977,0.0003,-0.360144138,0.12561839818954468,,
93357,15,-61.86541367,133.2338287,109.02,93458,1120,0.8419033885002136,5993,0.0003,-0.248292163,0.12601085007190704,,
93844,15,-65.23086548,135.1919452,110.11,93945,1124,0.8424540758132935,6013,0.0003,0.09171509,0.12781159579753876,,
93899,,-62.24766541,,,94000,,0.8183737993240356,,0.0003,0.085278116,0.12770876288414001,286.4,320.04666897623974
94265,15,-64.61023712,134.0323875,108.97,94366,1128,0.8510027527809143,6052,0.0003,-0.131609499,0.12688681483268738,,
94743,15,-62.31493759,134.14131706999999,109.43,94844,1132,0.8490325212478638,6071,0.0003,0.20551657676696777,0.1269441843032837,,
94899,,-61.28314209,,,95000,,0.838778555,,0.0003,-0.229444936,0.12686382234096527,299.8,378.7639688023599
95214,15,-60.94409943,133.6796373,108.82,95315,1136,0.8285434246063232,6112,0.0003,0.23192164301872253,0.12755289673805237,,
95634,15,-63.12287521,132.9512329,108.64,95735,1140,0.8781169056892395,6130,0.0003,0.26740217208862305,0.12729954719543457,,
95899,,-60.40285492,,,96000,,0.8365933299064636,,0.0003,-0.461841166,0.12608051300048828,315.8,384.84588940810136
96149,15,-62.70734787,133.457301,109.24,96250,1144,0.8029488325119019,6173,0.0003,-0.335580617,0.12640760838985443,,
96593,15,-62.09636688,132.96710012999998,108.99,96694,1148,0.8081334233283997,6191,0.0003,-0.091498524,0.12703031301498413,,
96899,,-62.84955597,,,97000,,0.8261884450912476,,0.0003,0.2886815071105957,0.12668296694755554,303.8,392.88595336335345
97166,15,-60.67217636,134.67191160000002,110.34,97267,1152,0.8325199484825134,6236,0.0003,-0.369743258,0.12618747353553772,,
97525,15,-60.96572876,133.4205091,109.25,97626,1156,0.8053892850875854,6252,0.0003,0.7958165407180786,0.12691597640514374,,
97899,,-61.61508942,,,98000,,0.9418235421180725,,0.0003,0.057454392313957214,0.1257794201374054,301.4,348.1375849282631
98014,15,-61.82645798,135.1290304,110.67,98115,1160,0.7757197618484497,6294,0.0003,-0.237848729,0.12560774385929108,,
98322,15,-63.48222733,133.6802818,109.62,98423,1164,0.8524431586265564,6308,0.0003,0.081012323,0.1261887103319168,,
98803,15,-61.46737671,134.1010944,110,98904,1168,0.8485391139984131,6327,0.0003,-0.428422272,0.12641744315624237,,
98899,,-61.93669891,,,99000,,0.8550187945365906,,0.0003,0.36324989795684814,0.12651333212852478,304.4,345.54781928519515
99343,15,-62.94847107,133.6553587,110.49,99444,1172,0.8067288994789124,6371,0.0003,-0.007701769,0.12760232388973236,,
99718,15,-63.45691681,132.534035,109.71,99819,1176,0.9084952473640442,6387,0.0003,0.089361884,0.12686951458454132,,
99899,,-61.24168396,,,100000,,0.8033698201179504,,0.0003,0.040983394,0.12672129273414612,282.6,349.35735689793654
100102,15,-61.33821869,131.49936397000002,109,100203,1180,0.9326760172843933,6425,0.0003,0.7933826446533203,0.12674084305763245,,
100479,15,-63.43817902,131.470826,108.39,100580,1184,0.8460395336151123,6442,0.0003,-0.613114715,0.12664248049259186,,
100882,15,-62.98926544,131.52906635999997,109.05,100983,1188,0.7748492360115051,6458,0.0003,-0.012819409,0.12758997082710266,,
100899,,-64.54706573,,,101000,,0.7718533873558044,,0.0003,0.023393422,0.12740693986415863,296.2,333.76373351471267
101384,15,-61.58566284,131.650503,109.76,101485,1192,0.8003687262535095,6501,0.0003,0.6120879054069519,0.12698931992053986,,
101841,15,-61.65380478,132.0883114,111.18,101942,1196,0.8997374176979065,6520,0.0003,0.22709870338439941,0.12715673446655273,,
101899,,-64.46168518,,,102000,,0.7903648614883423,,0.0003,-0.415857911,0.12702368199825287,265,335.82698194432743
102280,15,-61.27901459,131.6434924,110.14,102381,1200,0.815326452,6558,0.0003,0.23212501406669617,0.12682950496673584,,
102725,15,-61.61433411,131.0142373,109.45,102826,1204,0.805832565,6577,0.0003,0.045863568782806396,0.1271626204252243,,
102899,,-61.81649399,,,103000,,0.78348124,,0.0003,0.22360867261886597,0.1275625079870224,291.8,374.4563263024269
103145,15,-62.16017151,130.425466,108.75,103246,1208,0.8338906764984131,6616,0.0003,0.14339512586593628,0.1274813413619995,,
103452,15,-58.91884995,129.26411096999996,107.5,103553,1212,0.8498870730400085,6630,0.0003,0.2703355550765991,0.12748433649539948,,
103826,15,-63.10039139,129.85105901999998,108.5,103927,1216,0.8340781331062317,6647,0.0003,0.001622764,0.12759146094322205,,
103899,,-63.14176178,,,104000,,0.9205755591392517,,0.0003,0.38979172706604004,0.12726441025733948,269.4,336.4082147406974
104214,15,-61.56253815,129.7519069,108.57,104315,1220,0.8139421343803406,6684,0.0003,-0.316758275,0.12782253324985504,,
104655,15,-59.69138336,129.13384034999999,108.11,104756,1224,0.8296895623207092,6702,0.0003,0.23397120833396912,0.12875400483608246,,
104899,,-61.45700836,,,105000,,0.8184900879859924,,0.0003,-0.13294439,0.12842607498168945,297.2,327.29917635523236
105223,15,-58.99726868,130.8770993,109.58,105324,1228,0.8215179443359375,6746,0.0003,-0.233640134,0.12747551500797272,,
105709,15,-59.57162857,130.69059554999998,109.66,105810,1232,0.8736938834190369,6766,0.0003,0.072993509,0.1276564598083496,,
105899,,-60.73579407,,,106000,,0.7604953050613403,,0.0003,0.2540377974510193,0.12772469222545624,283.8,328.3316866375295
106170,15,-56.12604523,130.8126858,109.56,106271,1236,0.796455443,6806,0.0003,-0.363929987,0.12858322262763977,,
106574,15,-62.76076126,131.45123240000004,109.4,106675,1240,0.8783948421478271,6824,0.0003,-0.005072281,0.12930703163146973,,
106899,,-60.8837738,,,107000,,0.8137896060943604,,0.0003,0.43686699867248535,0.1283787190914154,289.4,316.40332622991264
107091,15,-61.30069351,132.1981193,109.42,107192,1244,0.8431729674339294,6866,0.0003,-0.659232438,0.12791429460048676,,
107579,15,-58.86618805,131.0770074,109.86,107680,1248,0.8140482902526855,6886,0.0003,0.17557033896446228,0.12763966619968414,,
107899,,-58.46111298,,,108000,,0.7880229949951172,,0.0003,-0.134171844,0.12910091876983643,294.4,373.1769498881833
107968,15,-63.03875732,128.7547635,108.02,108069,1252,0.7738587260246277,6924,0.0003,0.008513823,0.12929001450538635,,
108372,15,-59.12509918,128.7536444,108.47,108473,1256,0.8169770836830139,6941,0.0003,0.051020116,0.12929333746433258,,
108710,15,-59.79940796,126.7900349,106.96,108811,1260,0.7845533490180969,6957,0.0003,-0.012813982,0.1284664124250412,,
108899,,-58.59648895,,,109000,,0.8128507733345032,,0.0003,-0.089243591,0.12757658958435059,293.2,409.3982198206439
109176,15,-61.15949249,128.4659403,108.54,109277,1264,0.7844991087913513,6998,0.0003,0.030095800757408142,0.12792423367500305,,
109475,15,-62.40641785,127.1483572,106.72,109576,1268,0.8996182084083557,7011,0.0003,-0.556435823,0.1272650510072708,,
109899,,-59.85361862,,,110000,,0.7765357494354248,,0.0003,0.25251224637031555,0.127509207,331,396.99868387965836
110020,15,-59.48787689,128.393951,106.77,110121,1272,0.835949183,7057,0.0003,-0.300879359,0.12766686081886292,,
110526,15,-65.06599426,130.22824296000002,108.08,110627,1276,0.8216774463653564,7077,0.0003,-0.427789688,0.12680207192897797,,
110899,,-61.02937317,,,111000,,0.7999932765960693,,0.0003,-0.038822308,0.1261334866285324,283.6,338.4569242036756
110963,15,-62.37821579,131.062468,108.61,111064,1280,0.7993435859680176,7117,0.0003,-0.520161092,0.12603525817394257,,
111254,15,-59.76430511,130.11118494000002,107.75,111355,1284,0.8584659099578857,7130,0.0003,0.1399422436952591,0.12498706579208374,,
111587,15,-60.98773193,130.368343,107.05,111688,1288,0.7964195609092712,7145,0.0003,0.2645980417728424,0.1271175742149353,,
111899,,-63.47439575,,,112000,,0.7474747896194458,,0.0003,0.13394425809383392,0.1264934539794922,310,356.9686365
112036,15,-63.88533401,130.77523816000001,106.52,112137,1292,0.7865044474601746,7187,0.0003,0.6505946516990662,0.12646476924419403,,
112380,15,-61.62604141,130.5056288,105.39,112481,1296,0.7985751628875732,7202,0.0003,0.2944677472114563,0.12712249159812927,,
112872,15,-58.45384598,130.586346,105.92,112973,1300,0.8197793960571289,7222,0.0003,-0.149993479,0.12734945118427277,,
112899,,-59.88043976,,,113000,,0.8592269420623779,,0.0003,0.5255526304244995,0.12739795446395874,313.8,346.1860789887447
113314,15,-61.82850647,130.49241836000002,105.89,113415,1304,0.7521926164627075,7263,0.0003,-0.360194117,0.12767691910266876,,
113736,15,-58.9578476,131.2605677,105.91,113837,1308,0.7522657513618469,7281,0.0003,-0.31953159,0.12818798422813416,,
113899,,-60.88485718,,,114000,,0.7145178914070129,,0.0003,0.001873046,0.12749813497066498,293.8,344.6495427481808
114026,15,-62.4600029,131.9133774,105.74,114127,1312,0.8041358590126038,7317,0.0003,-0.028934881,0.12690481543540955,,
